Cancer	Gene_symbol	Ensembl_ID	Gene_biotype	ENTREZID	Onco_gene_OncoVar	P_value	FDR	OncoVar_Score	CGC	OncoKB	OncoVar	MutPanning	2020Rule	CTAT	HCD	Intogen	Oncogene	TSgene	CGCPointMut	FASMIC	MouseMut	PMID_29056346	PMID_29056346_collected_known	TCGA_papers	DriverDBv3	Therapeutic_target_in_PMID_30971826	Consensus_Score	Driver Level
PanCancer	BTG1	ENSG00000133639	protein_coding	694	Y	0.0692749055158992	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	CCND2	ENSG00000118971	protein_coding	894	Y	0.244917537143672	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	20	4
PanCancer	CDK4	ENSG00000135446	protein_coding	1019	Y	0.0126481082313645	0.320042589943572	0.477564288682087	1	Oncogene	N	Y	N	Oncogene	N	Y	Y	N	N	Y	N	N	Y	N	Y	Y	35	4
PanCancer	CDKN1B	ENSG00000111276	protein_coding	1027	Y	0	0	1	1	TSG	Y	Y	N	Pssible_TSG	Y	Y	Y	Y	N	N	N	Y	Y	Y	Y	N	48	4
PanCancer	CHD4	ENSG00000111642	protein_coding	1108	Y	7.58850160216882e-06	0.000458453262474223	0.768599780609085	1	Y	Y	Y	N	Pssible_Oncogene	Y	Y	N	N	N	N	N	Y	Y	N	Y	N	45	4
PanCancer	CLIP1	ENSG00000130779	protein_coding	6249	Y	0	0	1	1	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	41	4
PanCancer	COL2A1	ENSG00000139219	protein_coding	1280	Y	0.25853786380367	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	CS	ENSG00000062485	protein_coding	1431	Y	0	0	1	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	DDIT3	ENSG00000175197	protein_coding	1649	Y	0.404120142103572	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	DTX1	ENSG00000135144	protein_coding	1840	Y	0.00124464503295817	0.0504278801051702	0.566240360619453	N	TSG	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	EMG1	ENSG00000268439	protein_coding	10436	Y	0.000555692582745595	0.0251707893981314	0.598974348143022	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	ERBB3	ENSG00000065361	protein_coding	2065	Y	0	0	1	1	Oncogene	Y	Y	N	Pssible_Oncogene	N	Y	Y	N	N	Y	N	Y	Y	N	Y	Y	46	4
PanCancer	ERC1	ENSG00000082805	protein_coding	23085	Y	0.193271121335429	0.596573590279973	0.447711526065277	1	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	ETNK1	ENSG00000139163	protein_coding	55500	Y	0.169372561541863	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	ETV6	ENSG00000139083	protein_coding	2120	Y	0.0451838193035334	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	33	4
PanCancer	GLI1	ENSG00000111087	protein_coding	2735	Y	0.255686965688518	0.596573590279973	0.447711526065277	2	Oncogene	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	HMGA2	ENSG00000149948	protein_coding	8091	Y	0.0874182489706959	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	HNF1A	ENSG00000135100	protein_coding	6927	Y	0.235606251614415	0.596573590279973	0.447711526065277	1	TSG	N	Y	TSG	N	N	Y	N	N	Y	N	N	N	Y	N	Y	N	34	4
PanCancer	HOXC11	ENSG00000123388	protein_coding	3227	Y	0.34748155095674	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	HOXC13	ENSG00000123364	protein_coding	3229	Y	0.411798607344386	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	KDM5A	ENSG00000073614	protein_coding	5927	Y	0.235172249427466	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	22	4
PanCancer	KMT2D	ENSG00000167548	protein_coding	8085	Y	0.000184909977911962	0.00944263695397476	0.643955562860324	1	TSG	Y	Y	N	TSG	N	N	N	N	N	N	N	Y	Y	N	Y	Y	43	4
PanCancer	KRAS	ENSG00000133703	protein_coding	3845	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	Y	N	Y	Y	Y	Y	Y	50	4
PanCancer	LRIG3	ENSG00000139263	protein_coding	121227	Y	0.0877958416144437	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	MBD6	ENSG00000166987	protein_coding	114785	Y	0	0	1	N	TSG	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	MDM2	ENSG00000135679	protein_coding	4193	Y	0.102103413211837	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NAB2	ENSG00000166886	protein_coding	4665	Y	0.000555926837343647	0.0251707893981314	0.598974348143022	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	NACA	ENSG00000196531	protein_coding	4666	Y	0.0137940268984537	0.34059737517101	0.474571879781497	2	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	NCOR2	ENSG00000196498	protein_coding	9612	Y	0.1790426149896	0.596573590279973	0.447711526065277	1	Y	N	Y	N	N	Y	Y	N	N	N	N	Y	N	N	N	Y	N	33	4
PanCancer	POLE	ENSG00000177084	protein_coding	5426	Y	0	0	1	1	TSG	Y	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	Y	N	42	4
PanCancer	PPFIBP1	ENSG00000110841	protein_coding	8496	Y	0.118559703681227	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PRB4	ENSG00000230657	protein_coding	5545	Y	0	0	1	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PTPN11	ENSG00000179295	protein_coding	5781	Y	0.00194899060414297	0.0741124546305389	0.547888629596057	1	Oncogene	N	Y	Oncogene	Oncogene	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	42	4
PanCancer	PTPN6	ENSG00000268954	protein_coding	5777	Y	0.527446887597089	0.596573590279973	0.447711526065277	2	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	PTPRB	ENSG00000127329	protein_coding	5787	Y	0.594028591961378	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	SETD1B	ENSG00000139718	protein_coding	23067	Y	0.00567901241640471	0.176507509197845	0.50621173552871	2	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	SH2B3	ENSG00000111252	protein_coding	10019	Y	0.353496692844574	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	Y	N	23	4
PanCancer	SMARCD1	ENSG00000066117	protein_coding	6602	Y	0.208085451197782	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	STAT6	ENSG00000166888	protein_coding	6778	Y	0.0805772190980677	0.596573590279973	0.447711526065277	1	Oncogene	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	TBX3	ENSG00000135111	protein_coding	6926	Y	0.000113670584576818	0.00603506394994533	0.663885888427372	1	TSG	Y	Y	N	Pssible_TSG	Y	Y	Y	N	N	N	N	Y	Y	Y	Y	Y	47	4
PanCancer	WIF1	ENSG00000156076	protein_coding	11197	Y	0.353680718928484	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	ZNF384	ENSG00000126746	protein_coding	171017	Y	0.343206423492263	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	BRCA2	ENSG00000139618	protein_coding	675	Y	0	0	1	1	TSG	Y	Y	TSG	Pssible_TSG	Y	Y	N	Y	Y	N	N	N	Y	Y	Y	Y	48	4
PanCancer	CDX2	ENSG00000165556	protein_coding	1045	Y	0.251803063160288	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	CYSLTR2	ENSG00000152207	protein_coding	57105	Y	0.550067165053422	0.596573590279973	0.447711526065277	2	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	DIS3	ENSG00000083520	protein_coding	22894	Y	0.0232356389149088	0.484154843512691	0.457696197842734	N	TSG	N	Y	N	N	N	Y	Y	N	N	N	N	N	Y	N	Y	N	23	4
PanCancer	ERCC5	ENSG00000134899	protein_coding	2073	Y	0.0724479278578451	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	FLT3	ENSG00000122025	protein_coding	2322	Y	7.68068778653017e-05	0.00421611947852005	0.679531944692624	1	Oncogene	Y	Y	Oncogene	N	Y	Y	Y	Y	Y	N	N	Y	Y	Y	Y	N	49	4
PanCancer	FOXO1	ENSG00000150907	protein_coding	2308	Y	0.300782273341659	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	23	4
PanCancer	LATS2	ENSG00000150457	protein_coding	26524	Y	0.204503681570891	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	33	4
PanCancer	LCP1	ENSG00000136167	protein_coding	3936	Y	0.268273569425136	0.596573590279973	0.447711526065277	2	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	NBEA	ENSG00000172915	protein_coding	26960	Y	0.196653156868052	0.596573590279973	0.447711526065277	2	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PDS5B	ENSG00000083642	protein_coding	23047	Y	1.09825980486046e-06	6.9864377617603e-05	0.831812515142495	N	TSG	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	RB1	ENSG00000139687	protein_coding	5925	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	N	Y	Y	Y	Y	N	49	4
PanCancer	ZC3H13	ENSG00000123200	protein_coding	23091	Y	0	0	1	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	ZMYM2	ENSG00000121741	protein_coding	7750	Y	0.018383584099421	0.413883999239446	0.465213201884954	1	Y	N	N	N	N	Y	Y	Y	N	N	N	Y	N	N	N	Y	N	24	4
PanCancer	AJUBA	ENSG00000129474	protein_coding	84962	Y	0.030657413834525	0.572757905307411	0.449657281788157	N	TSG	N	Y	N	TSG	Y	N	N	N	N	N	N	Y	Y	Y	Y	N	25	4
PanCancer	AKT1	ENSG00000142208	protein_coding	207	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	51	4
PanCancer	ARHGAP5	ENSG00000100852	protein_coding	394	Y	3.89470725567331e-06	0.00023811353940374	0.791984906866981	2	N	Y	Y	N	N	N	N	N	N	N	N	Y	Y	Y	N	Y	N	33	4
PanCancer	BCL11B	ENSG00000127152	protein_coding	64919	Y	0.442169606121971	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	31	4
PanCancer	CCNB1IP1	ENSG00000100814	protein_coding	57820	Y	0.438069958703929	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	DICER1	ENSG00000100697	protein_coding	23405	Y	0.153923663490939	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	Y	Y	N	Y	Y	N	N	N	Y	N	Y	N	35	4
PanCancer	FOXA1	ENSG00000129514	protein_coding	3169	Y	0	0	1	1	Oncogene/TSG	Y	Y	N	Pssible_Oncogene	Y	Y	Y	Y	N	N	N	Y	Y	Y	Y	Y	48	4
PanCancer	GOLGA5	ENSG00000066455	protein_coding	9950	Y	0.208412022224163	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	GPHN	ENSG00000171723	protein_coding	10243	Y	0.254271562271957	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	HIF1A	ENSG00000100644	protein_coding	3091	Y	0.207234293558812	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	HSP90AA1	ENSG00000080824	protein_coding	3320	Y	0.000162591220003695	0.00842668201135903	0.649063685526798	1	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	31	4
PanCancer	KTN1	ENSG00000126777	protein_coding	3895	Y	0.00661847938815921	0.198749042803252	0.500496386652663	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	MAX	ENSG00000125952	protein_coding	4149	Y	0.000185639053165887	0.00945324056271176	0.643905069040323	1	TSG	Y	N	N	N	Y	Y	N	Y	N	N	N	N	Y	N	Y	Y	34	4
PanCancer	NFKBIA	ENSG00000100906	protein_coding	4792	Y	0	0	1	N	TSG	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	NIN	ENSG00000100503	protein_coding	51199	Y	0.0657248035284688	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NKX2-1	ENSG00000136352	protein_coding	7080	Y	0.195189969456113	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y	21	4
PanCancer	RAD51B	ENSG00000182185	protein_coding	5890	Y	0.453500267918287	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	SIX1	ENSG00000126778	protein_coding	6495	Y	0.198563932297162	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	21	4
PanCancer	TCL1A	ENSG00000100721	protein_coding	8115	Y	0.311823552216776	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	TRAF3	ENSG00000131323	protein_coding	7187	Y	0.0290073913213627	0.552547510058047	0.451374037839387	N	TSG	N	Y	N	TSG	N	N	N	N	N	N	N	N	Y	N	Y	N	22	4
PanCancer	TRIP11	ENSG00000100815	protein_coding	9321	Y	0.256881137769103	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	N	22	4
PanCancer	TSHR	ENSG00000165409	protein_coding	7253	Y	0.372100892321026	0.596573590279973	0.447711526065277	1	Oncogene	N	N	Oncogene	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	23	4
PanCancer	YLPM1	ENSG00000119596	protein_coding	56252	Y	0.000221514399315842	0.0110729166947176	0.636765194288453	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	ZFP36L1	ENSG00000185650	protein_coding	677	Y	1.56818160619565e-06	9.85300566108161e-05	0.821174048396775	N	TSG	Y	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	Y	Y	34	4
PanCancer	B2M	ENSG00000166710	protein_coding	567	Y	0	0	1	1	TSG	Y	Y	TSG	Pssible_TSG	Y	Y	N	N	N	Y	N	Y	Y	N	Y	N	47	4
PanCancer	BLM	ENSG00000197299	protein_coding	641	Y	0.215131894674288	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	BUB1B	ENSG00000156970	protein_coding	701	Y	0.288644383731514	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	Y	21	4
PanCancer	CHD2	ENSG00000173575	protein_coding	1106	Y	0.00749663130005801	0.219628710397682	0.495685508312727	2	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	31	4
PanCancer	CRTC3	ENSG00000140577	protein_coding	64784	Y	0.563439832882513	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	FES	ENSG00000182511	protein_coding	2242	Y	0.546290358097282	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	IDH2	ENSG00000182054	protein_coding	3418	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Pssible_Oncogene	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	47	4
PanCancer	KNSTRN	ENSG00000128944	protein_coding	90417	Y	0.00939424040158998	0.260285466757758	0.487507954298961	2	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	MAP2K1	ENSG00000169032	protein_coding	5604	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	N	Y	N	N	N	Y	N	N	Y	N	Y	N	45	4
PanCancer	MGA	ENSG00000174197	protein_coding	23269	Y	0	0	1	N	TSG	Y	Y	N	TSG	N	Y	N	N	N	N	Y	Y	Y	Y	Y	N	36	4
PanCancer	MYO5A	ENSG00000197535	protein_coding	4644	Y	0.121316208692361	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	NTRK3	ENSG00000140538	protein_coding	4916	Y	0.170644860268621	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	Y	N	23	4
PanCancer	NUTM1	ENSG00000184507	protein_coding	256646	Y	0.515483783417279	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	PML	ENSG00000140464	protein_coding	5371	Y	0.494023096050227	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	SMAD3	ENSG00000166949	protein_coding	4088	Y	0.0102667652292884	0.276919823932429	0.484526331167699	1	TSG	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	31	4
PanCancer	SPRED1	ENSG00000166068	protein_coding	161742	Y	0.000175852719858526	0.00902239331535454	0.646001650741367	N	TSG	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	TCF12	ENSG00000140262	protein_coding	6938	Y	0	0	1	1	Y	Y	Y	N	TSG	Y	Y	N	N	N	N	Y	Y	Y	N	Y	N	46	4
PanCancer	TP53BP1	ENSG00000067369	protein_coding	7158	Y	0.0035856946154771	0.120229694660168	0.524687673872557	N	TSG	N	Y	N	N	Y	Y	N	Y	N	N	N	N	N	N	Y	N	23	4
PanCancer	TYRO3	ENSG00000092445	protein_coding	7301	Y	0.0345592851251232	0.596573590279973	0.447711526065277	N	Y	N	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	Y	N	22	4
PanCancer	USP8	ENSG00000138592	protein_coding	9101	Y	0.114139946489579	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	AXIN1	ENSG00000103126	protein_coding	8312	Y	4.7160151069323e-05	0.00263838434201528	0.699504955509731	1	TSG	Y	Y	TSG	TSG	N	Y	N	N	N	N	N	Y	Y	N	Y	N	45	4
PanCancer	BRD7	ENSG00000166164	protein_coding	29117	Y	5.55008075923158e-10	3.69161723464198e-08	0.969414534330643	N	N	Y	Y	N	TSG	N	N	N	Y	N	N	N	Y	Y	N	Y	N	24	4
PanCancer	CBFA2T3	ENSG00000129993	protein_coding	863	Y	0.353624008223158	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	21	4
PanCancer	CBFB	ENSG00000067955	protein_coding	865	Y	8.99344636539801e-05	0.00485836441220707	0.673382993926693	1	TSG	Y	Y	N	Pssible_TSG	Y	Y	Y	N	N	N	N	Y	Y	Y	Y	N	47	4
PanCancer	CDH1	ENSG00000039068	protein_coding	999	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	51	4
PanCancer	CDH11	ENSG00000140937	protein_coding	1009	Y	0.361795556049468	0.596573590279973	0.447711526065277	1	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	31	4
PanCancer	CIITA	ENSG00000179583	protein_coding	4261	Y	0.288067516236676	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	31	4
PanCancer	CREBBP	ENSG00000005339	protein_coding	1387	Y	1.23205006642957e-06	7.78899763358883e-05	0.828492619740394	1	TSG	Y	Y	TSG	TSG	N	Y	N	Y	Y	N	Y	Y	Y	N	Y	Y	48	4
PanCancer	CTCF	ENSG00000102974	protein_coding	10664	Y	0	0	1	1	TSG	Y	Y	N	TSG	Y	Y	N	Y	N	Y	N	Y	Y	Y	Y	N	48	4
PanCancer	CYLD	ENSG00000083799	protein_coding	1540	Y	0.27843168648074	0.596573590279973	0.447711526065277	1	TSG	N	Y	TSG	N	Y	Y	N	Y	Y	N	N	N	Y	N	Y	N	36	4
PanCancer	ERCC4	ENSG00000175595	protein_coding	2072	Y	0.207808666803559	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	FANCA	ENSG00000187741	protein_coding	2175	Y	0.38990704428792	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	FUS	ENSG00000089280	protein_coding	2521	Y	0.0590951651817059	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	Y	N	23	4
PanCancer	GRIN2A	ENSG00000183454	protein_coding	2903	Y	0.596573590276857	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	HERPUD1	ENSG00000051108	protein_coding	9709	Y	0.0768853976988171	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	IL21R	ENSG00000103522	protein_coding	50615	Y	0.470882412768559	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	IRF8	ENSG00000140968	protein_coding	3394	Y	0.514567210749666	0.596573590279973	0.447711526065277	N	TSG	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	Y	Y	21	4
PanCancer	MAF	ENSG00000178573	protein_coding	4094	Y	0.309149209940575	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y	21	4
PanCancer	MYH11	ENSG00000133392	protein_coding	4629	Y	0.591275992862374	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	21	4
PanCancer	NTHL1	ENSG00000065057	protein_coding	4913	Y	0.368622471691028	0.596573590279973	0.447711526065277	2	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	NUP93	ENSG00000102900	protein_coding	9688	Y	0.00482246683654792	0.152911137891783	0.513120884599429	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	Y	22	4
PanCancer	PALB2	ENSG00000083093	protein_coding	79728	Y	0.227002628737973	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	RBBP6	ENSG00000122257	protein_coding	5930	Y	0	0	1	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	RMI2	ENSG00000175643	protein_coding	116028	Y	0.492062238611416	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	SNX29	ENSG00000048471	protein_coding	92017	Y	0.212055716498793	0.596573590279973	0.447711526065277	2	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	SOCS1	ENSG00000185338	protein_coding	8651	Y	0.123031464337708	0.596573590279973	0.447711526065277	1	TSG	N	N	TSG	N	N	N	N	Y	Y	N	N	N	Y	N	Y	N	24	4
PanCancer	TNFRSF17	ENSG00000048462	protein_coding	608	Y	0.49641241819086	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	TRAF7	ENSG00000131653	protein_coding	84231	Y	0.468300320794529	0.596573590279973	0.447711526065277	1	Y	N	N	TSG	N	N	N	N	N	N	N	N	N	Y	N	Y	N	22	4
PanCancer	TSC2	ENSG00000103197	protein_coding	7249	Y	0	0	1	1	TSG	Y	Y	N	N	Y	N	N	Y	N	N	N	Y	Y	N	Y	N	44	4
PanCancer	ZFHX3	ENSG00000140836	protein_coding	463	Y	0.109465396475357	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	Y	Y	N	Y	N	N	Y	Y	Y	N	Y	N	36	4
PanCancer	ASPSCR1	ENSG00000169696	protein_coding	79058	Y	0.552701362850361	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	AXIN2	ENSG00000168646	protein_coding	8313	Y	0.196234758607856	0.596573590279973	0.447711526065277	1	TSG	N	N	N	Pssible_TSG	Y	Y	N	Y	N	N	N	N	Y	Y	Y	N	26	4
PanCancer	BRCA1	ENSG00000012048	protein_coding	672	Y	2.53230877787362e-06	0.000156222795299636	0.806262777412813	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	N	Y	Y	Y	Y	N	49	4
PanCancer	BRIP1	ENSG00000136492	protein_coding	83990	Y	0.055162856504585	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	CANT1	ENSG00000171302	protein_coding	124583	Y	0.396858960415397	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	CD79B	ENSG00000007312	protein_coding	974	Y	0.000171326584925131	0.00883456783881612	0.646945731709766	1	Oncogene	Y	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	42	4
