hgnc_id	symbol	ensembl_gene_id	hgnc_source	oncogene	tsgene	data_source
HGNC:24643	SPINK7	ENSG00000145879	es105	NA	NA	bushmanlab
HGNC:11246	SPINT1	ENSG00000166145	es105	NA	NA	bushmanlab
HGNC:11254	SPOP	ENSG00000121067	es105	NA	NA	bushmanlab
HGNC:11255	SPP1	ENSG00000118785	es105	NA	NA	bushmanlab
HGNC:30627	SPPL2B	ENSG00000005206	es105	NA	NA	bushmanlab
HGNC:30424	SPPL3	ENSG00000157837	es105	NA	NA	bushmanlab
HGNC:11269	SPRY1	ENSG00000164056	es105	NA	NA	bushmanlab
HGNC:11273	SPTAN1	ENSG00000197694	es105	NA	NA	bushmanlab
HGNC:28339	SRARP	ENSG00000183888	es105	NA	NA	bushmanlab
HGNC:11283	SRC	ENSG00000197122	es105	NA	NA	bushmanlab
HGNC:11285	SRD5A2	ENSG00000277893	es105	NA	NA	bushmanlab
HGNC:19744	SRGAP3	ENSG00000196220	es105	NA	NA	bushmanlab
HGNC:11292	SRI	ENSG00000075142	es105	NA	NA	bushmanlab
HGNC:11306	SRPK2	ENSG00000135250	es105	NA	NA	bushmanlab
HGNC:10780	SRSF1	ENSG00000136450	es105	NA	NA	bushmanlab
HGNC:10783	SRSF2	ENSG00000161547	es105	NA	NA	bushmanlab
HGNC:10785	SRSF3	ENSG00000112081	es105	NA	NA	bushmanlab
HGNC:10788	SRSF6	ENSG00000124193	es105	NA	NA	bushmanlab
HGNC:16132	SRXN1	ENSG00000271303	es105	NA	NA	bushmanlab
HGNC:11340	SS18	ENSG00000141380	es105	NA	NA	bushmanlab
HGNC:15592	SS18L1	ENSG00000184402	es105	NA	NA	bushmanlab
HGNC:15674	SSBP3	ENSG00000157216	es105	NA	NA	bushmanlab
HGNC:15676	SSBP4	ENSG00000130511	es105	NA	NA	bushmanlab
HGNC:11322	SSPN	ENSG00000123096	es105	NA	NA	bushmanlab
HGNC:11331	SSTR2	ENSG00000180616	es105	NA	NA	bushmanlab
HGNC:11335	SSX1	ENSG00000126752	es105	NA	NA	bushmanlab
HGNC:11336	SSX2	ENSG00000241476	es105	NA	NA	bushmanlab
HGNC:16509	SSX2IP	ENSG00000117155	es105	NA	NA	bushmanlab
HGNC:11338	SSX4	ENSG00000268009	es105	NA	NA	bushmanlab
HGNC:11343	ST13	ENSG00000100380	es105	NA	NA	bushmanlab
HGNC:10860	ST6GAL1	ENSG00000073849	es105	NA	NA	bushmanlab
HGNC:23614	ST6GALNAC1	ENSG00000070526	es105	NA	NA	bushmanlab
HGNC:11354	STAG1	ENSG00000118007	es105	NA	NA	bushmanlab
HGNC:11355	STAG2	ENSG00000101972	es105	NA	NA	bushmanlab
HGNC:19164	STARD13	ENSG00000133121	es105	NA	NA	bushmanlab
HGNC:17579	STARD3	ENSG00000131748	es105	NA	NA	bushmanlab
HGNC:19161	STARD8	ENSG00000130052	es105	NA	NA	bushmanlab
HGNC:11363	STAT2	ENSG00000170581	es105	NA	NA	bushmanlab
HGNC:11364	STAT3	ENSG00000168610	es105	NA	NA	bushmanlab
HGNC:11366	STAT5A	ENSG00000126561	es105	NA	NA	bushmanlab
HGNC:11367	STAT5B	ENSG00000173757	es105	NA	NA	bushmanlab
HGNC:11368	STAT6	ENSG00000166888	es105	NA	NA	bushmanlab
HGNC:11378	STEAP1	ENSG00000164647	es105	NA	NA	bushmanlab
HGNC:17885	STEAP2	ENSG00000157214	es105	NA	NA	bushmanlab
HGNC:10879	STIL	ENSG00000123473	es105	NA	NA	bushmanlab
HGNC:11389	STK11	ENSG00000118046	es105	NA	NA	bushmanlab
HGNC:17848	STK38L	ENSG00000211455	es105	NA	NA	bushmanlab
HGNC:11408	STK4	ENSG00000101109	es105	NA	NA	bushmanlab
HGNC:6510	STMN1	ENSG00000117632	es105	NA	NA	bushmanlab
HGNC:14559	STOML2	ENSG00000165283	es105	NA	NA	bushmanlab
HGNC:11424	STRN	ENSG00000115808	es105	NA	NA	bushmanlab
HGNC:11439	STX4	ENSG00000103496	es105	NA	NA	bushmanlab
HGNC:16466	SUFU	ENSG00000107882	es105	NA	NA	bushmanlab
HGNC:20391	SULF1	ENSG00000137573	es105	NA	NA	bushmanlab
HGNC:20392	SULF2	ENSG00000196562	es105	NA	NA	bushmanlab
HGNC:28391	SUSD3	ENSG00000157303	es105	NA	NA	bushmanlab
HGNC:17101	SUZ12	ENSG00000178691	es105	NA	NA	bushmanlab
HGNC:17070	SWAP70	ENSG00000133789	es105	NA	NA	bushmanlab
HGNC:25824	SYDE1	ENSG00000105137	es105	NA	NA	bushmanlab
HGNC:11491	SYK	ENSG00000165025	es105	NA	NA	bushmanlab
HGNC:17089	SYNE1	ENSG00000131018	es105	NA	NA	bushmanlab
HGNC:17084	SYNE2	ENSG00000054654	es105	NA	NA	bushmanlab
HGNC:19861	SYNE3	ENSG00000176438	es105	NA	NA	bushmanlab
HGNC:17732	SYNPO2	ENSG00000172403	es105	NA	NA	bushmanlab
HGNC:30681	TAB3	ENSG00000157625	es105	NA	NA	bushmanlab
HGNC:11517	TAC1	ENSG00000006128	es105	NA	NA	bushmanlab
HGNC:11522	TACC1	ENSG00000147526	es105	NA	NA	bushmanlab
HGNC:11523	TACC2	ENSG00000138162	es105	NA	NA	bushmanlab
HGNC:11524	TACC3	ENSG00000013810	es105	NA	NA	bushmanlab
HGNC:11530	TACSTD2	ENSG00000184292	es105	NA	NA	bushmanlab
HGNC:11547	TAF15	ENSG00000270647	es105	NA	NA	bushmanlab
HGNC:11553	TAGLN	ENSG00000149591	es105	NA	NA	bushmanlab
HGNC:11556	TAL1	ENSG00000162367	es105	NA	NA	bushmanlab
HGNC:11557	TAL2	ENSG00000186051	es105	NA	NA	bushmanlab
HGNC:11559	TALDO1	ENSG00000177156	es105	NA	NA	bushmanlab
HGNC:43	TAP1	ENSG00000168394	es105	NA	NA	bushmanlab
HGNC:44	TAP2	ENSG00000204267	es105	NA	NA	bushmanlab
HGNC:29529	TBL1XR1	ENSG00000177565	es105	NA	NA	bushmanlab
HGNC:11597	TBX2	ENSG00000121068	es105	NA	NA	bushmanlab
HGNC:11599	TBX21	ENSG00000073861	es105	NA	NA	bushmanlab
HGNC:11600	TBX22	ENSG00000122145	es105	NA	NA	bushmanlab
HGNC:11602	TBX3	ENSG00000135111	es105	NA	NA	bushmanlab
HGNC:11612	TCEA1	ENSG00000187735	es105	NA	NA	bushmanlab
HGNC:11623	TCF12	ENSG00000140262	es105	NA	NA	bushmanlab
HGNC:11633	TCF3	ENSG00000071564	es105	NA	NA	bushmanlab
HGNC:11641	TCF7L2	ENSG00000148737	es105	NA	NA	bushmanlab
HGNC:11647	TCIRG1	ENSG00000110719	es105	NA	NA	bushmanlab
HGNC:11648	TCL1A	ENSG00000100721	es105	NA	NA	bushmanlab
HGNC:11649	TCL1B	ENSG00000213231	es105	NA	NA	bushmanlab
HGNC:13463	TCL6	ENSG00000187621	latest	NA	NA	bushmanlab
HGNC:11692	TCTA	ENSG00000145022	es105	NA	NA	bushmanlab
HGNC:11701	TDGF1	ENSG00000241186	es105	NA	NA	bushmanlab
HGNC:11703	TDGF1P3	ENSG00000225366	es105	NA	NA	bushmanlab
HGNC:11719	TEC	ENSG00000135605	es105	NA	NA	bushmanlab
HGNC:11720	TECTA	ENSG00000109927	es105	NA	NA	bushmanlab
HGNC:11724	TEK	ENSG00000120156	es105	NA	NA	bushmanlab
HGNC:24712	TENT5C	ENSG00000183508	es105	NA	NA	bushmanlab
HGNC:11729	TERF2	ENSG00000132604	es105	NA	NA	bushmanlab
HGNC:11730	TERT	ENSG00000164362	es105	NA	NA	bushmanlab
HGNC:29484	TET1	ENSG00000138336	es105	NA	NA	bushmanlab
HGNC:25941	TET2	ENSG00000168769	es105	NA	NA	bushmanlab
HGNC:11742	TFAP2A	ENSG00000137203	es105	NA	NA	bushmanlab
HGNC:11744	TFAP2C	ENSG00000087510	es105	NA	NA	bushmanlab
HGNC:11745	TFAP4	ENSG00000090447	es105	NA	NA	bushmanlab
HGNC:11752	TFE3	ENSG00000068323	es105	NA	NA	bushmanlab
HGNC:11753	TFEB	ENSG00000112561	es105	NA	NA	bushmanlab
HGNC:11755	TFF1	ENSG00000160182	es105	NA	NA	bushmanlab
HGNC:11756	TFF2	ENSG00000160181	es105	NA	NA	bushmanlab
HGNC:11757	TFF3	ENSG00000160180	es105	NA	NA	bushmanlab
HGNC:11758	TFG	ENSG00000114354	es105	NA	NA	bushmanlab
HGNC:13630	TFPT	ENSG00000105619	es105	NA	NA	bushmanlab
HGNC:11763	TFRC	ENSG00000072274	es105	NA	NA	bushmanlab
HGNC:11765	TGFA	ENSG00000163235	es105	NA	NA	bushmanlab
HGNC:11766	TGFB1	ENSG00000105329	es105	NA	NA	bushmanlab
HGNC:11768	TGFB2	ENSG00000092969	es105	NA	NA	bushmanlab
HGNC:11769	TGFB3	ENSG00000119699	es105	NA	NA	bushmanlab
HGNC:11771	TGFBI	ENSG00000120708	es105	NA	NA	bushmanlab
HGNC:11772	TGFBR1	ENSG00000106799	es105	NA	NA	bushmanlab
HGNC:11773	TGFBR2	ENSG00000163513	es105	NA	NA	bushmanlab
HGNC:11774	TGFBR3	ENSG00000069702	es105	NA	NA	bushmanlab
HGNC:16836	TGFBRAP1	ENSG00000135966	es105	NA	NA	bushmanlab
HGNC:11778	TGM2	ENSG00000198959	es105	NA	NA	bushmanlab
HGNC:19217	THADA	ENSG00000115970	es105	NA	NA	bushmanlab
HGNC:11785	THBS1	ENSG00000137801	es105	NA	NA	bushmanlab
HGNC:11786	THBS2	ENSG00000186340	es105	NA	NA	bushmanlab
HGNC:11787	THBS3	ENSG00000169231	es105	NA	NA	bushmanlab
HGNC:19074	THOC5	ENSG00000100296	es105	NA	NA	bushmanlab
HGNC:11795	THPO	ENSG00000090534	es105	NA	NA	bushmanlab
HGNC:11796	THRA	ENSG00000126351	es105	NA	NA	bushmanlab
HGNC:22964	THRAP3	ENSG00000054118	es105	NA	NA	bushmanlab
HGNC:11799	THRB	ENSG00000151090	es105	NA	NA	bushmanlab
HGNC:11800	THRSP	ENSG00000151365	es105	NA	NA	bushmanlab
HGNC:11801	THY1	ENSG00000154096	es105	NA	NA	bushmanlab
HGNC:11805	TIAM1	ENSG00000156299	es105	NA	NA	bushmanlab
HGNC:11809	TIE1	ENSG00000066056	es105	NA	NA	bushmanlab
HGNC:1185	TIGAR	ENSG00000078237	es105	NA	NA	bushmanlab
HGNC:11820	TIMP1	ENSG00000102265	es105	NA	NA	bushmanlab
HGNC:11821	TIMP2	ENSG00000035862	es105	NA	NA	bushmanlab
HGNC:11822	TIMP3	ENSG00000100234	es105	NA	NA	bushmanlab
HGNC:11828	TJP2	ENSG00000119139	es105	NA	NA	bushmanlab
HGNC:11830	TK1	ENSG00000167900	es105	NA	NA	bushmanlab
HGNC:33522	TLCD2	ENSG00000185561	es105	NA	NA	bushmanlab
HGNC:29646	TLCD3A	ENSG00000167695	es105	NA	NA	bushmanlab
HGNC:5056	TLX1	ENSG00000107807	es105	NA	NA	bushmanlab
HGNC:13532	TLX3	ENSG00000164438	es105	NA	NA	bushmanlab
HGNC:11853	TM4SF1	ENSG00000169908	es105	NA	NA	bushmanlab
HGNC:25984	TMEM104	ENSG00000109066	es105	NA	NA	bushmanlab
HGNC:26038	TMEM127	ENSG00000135956	es105	NA	NA	bushmanlab
HGNC:26409	TMEM74	ENSG00000164841	es105	NA	NA	bushmanlab
HGNC:26890	TMEM86A	ENSG00000151117	es105	NA	NA	bushmanlab
HGNC:11876	TMPRSS2	ENSG00000184012	es105	NA	NA	bushmanlab
HGNC:11877	TMPRSS3	ENSG00000160183	es105	NA	NA	bushmanlab
HGNC:11878	TMPRSS4	ENSG00000137648	es105	NA	NA	bushmanlab
HGNC:16517	TMPRSS6	ENSG00000187045	es105	NA	NA	bushmanlab
HGNC:11879	TMSB10	ENSG00000034510	es105	NA	NA	bushmanlab
HGNC:5318	TNC	ENSG00000041982	es105	NA	NA	bushmanlab
HGNC:11892	TNF	ENSG00000232810	es105	NA	NA	bushmanlab
HGNC:11894	TNFAIP1	ENSG00000109079	es105	NA	NA	bushmanlab
HGNC:11896	TNFAIP3	ENSG00000118503	es105	NA	NA	bushmanlab
HGNC:11908	TNFRSF11A	ENSG00000141655	es105	NA	NA	bushmanlab
HGNC:11909	TNFRSF11B	ENSG00000164761	es105	NA	NA	bushmanlab
HGNC:18153	TNFRSF13B	ENSG00000240505	es105	NA	NA	bushmanlab
HGNC:11912	TNFRSF14	ENSG00000157873	es105	NA	NA	bushmanlab
HGNC:11913	TNFRSF17	ENSG00000048462	es105	NA	NA	bushmanlab
HGNC:11916	TNFRSF1A	ENSG00000067182	es105	NA	NA	bushmanlab
HGNC:11917	TNFRSF1B	ENSG00000028137	es105	NA	NA	bushmanlab
HGNC:11921	TNFRSF6B	ENSG00000243509	es105	NA	NA	bushmanlab
HGNC:11923	TNFRSF8	ENSG00000120949	es105	NA	NA	bushmanlab
HGNC:11925	TNFSF10	ENSG00000121858	es105	NA	NA	bushmanlab
HGNC:11929	TNFSF13B	ENSG00000102524	es105	NA	NA	bushmanlab
HGNC:11931	TNFSF15	ENSG00000181634	es105	NA	NA	bushmanlab
HGNC:11932	TNFSF18	ENSG00000120337	es105	NA	NA	bushmanlab
HGNC:11941	TNKS	ENSG00000173273	es105	NA	NA	bushmanlab
HGNC:22942	TNN	ENSG00000120332	es105	NA	NA	bushmanlab
HGNC:11953	TNR	ENSG00000116147	es105	NA	NA	bushmanlab
HGNC:24352	TNS4	ENSG00000131746	es105	NA	NA	bushmanlab
HGNC:11980	TOB2	ENSG00000183864	es105	NA	NA	bushmanlab
HGNC:11986	TOP1	ENSG00000198900	es105	NA	NA	bushmanlab
HGNC:11989	TOP2A	ENSG00000131747	es105	NA	NA	bushmanlab
HGNC:11990	TOP2B	ENSG00000077097	es105	NA	NA	bushmanlab
HGNC:21653	TOPORS	ENSG00000197579	es105	NA	NA	bushmanlab
HGNC:11998	TP53	ENSG00000141510	es105	NA	NA	bushmanlab
HGNC:12000	TP53BP2	ENSG00000143514	es105	NA	NA	bushmanlab
HGNC:18022	TP53INP1	ENSG00000164938	es105	NA	NA	bushmanlab
HGNC:16197	TP53RK	ENSG00000172315	es105	NA	NA	bushmanlab
HGNC:15979	TP63	ENSG00000073282	es105	NA	NA	bushmanlab
HGNC:12003	TP73	ENSG00000078900	es105	NA	NA	bushmanlab
HGNC:12004	TPBG	ENSG00000146242	es105	NA	NA	bushmanlab
HGNC:12005	TPD52	ENSG00000076554	es105	NA	NA	bushmanlab
HGNC:17358	TPK1	ENSG00000196511	es105	NA	NA	bushmanlab
HGNC:12012	TPM3	ENSG00000143549	es105	NA	NA	bushmanlab
HGNC:12013	TPM4	ENSG00000167460	es105	NA	NA	bushmanlab
HGNC:12017	TPR	ENSG00000047410	es105	NA	NA	bushmanlab
HGNC:1249	TPX2	ENSG00000088325	es105	NA	NA	bushmanlab
HGNC:12027	TRA	NA	latest	NA	NA	bushmanlab
HGNC:12031	TRAF1	ENSG00000056558	es105	NA	NA	bushmanlab
HGNC:12033	TRAF3	ENSG00000131323	es105	NA	NA	bushmanlab
HGNC:12034	TRAF4	ENSG00000076604	es105	NA	NA	bushmanlab
HGNC:20456	TRAF7	ENSG00000131653	es105	NA	NA	bushmanlab
HGNC:16264	TRAP1	ENSG00000126602	es105	NA	NA	bushmanlab
HGNC:12155	TRB	NA	latest	NA	NA	bushmanlab
HGNC:12252	TRD	NA	latest	NA	NA	bushmanlab
HGNC:12271	TRG	NA	latest	NA	NA	bushmanlab
HGNC:12299	TRHR	ENSG00000174417	es105	NA	NA	bushmanlab
HGNC:26937	TRIAP1	ENSG00000170855	es105	NA	NA	bushmanlab
HGNC:16891	TRIB1	ENSG00000173334	es105	NA	NA	bushmanlab
HGNC:11812	TRIM24	ENSG00000122779	es105	NA	NA	bushmanlab
HGNC:9975	TRIM27	ENSG00000204713	es105	NA	NA	bushmanlab
HGNC:16290	TRIM33	ENSG00000197323	es105	NA	NA	bushmanlab
HGNC:7523	TRIM37	ENSG00000108395	es105	NA	NA	bushmanlab
HGNC:25574	TRIM62	ENSG00000116525	es105	NA	NA	bushmanlab
HGNC:12303	TRIO	ENSG00000038382	es105	NA	NA	bushmanlab
HGNC:12305	TRIP11	ENSG00000100815	es105	NA	NA	bushmanlab
HGNC:28403	TRMT10A	ENSG00000145331	es105	NA	NA	bushmanlab
HGNC:12326	TRO	ENSG00000067445	es105	NA	NA	bushmanlab
HGNC:7146	TRPM1	ENSG00000134160	es105	NA	NA	bushmanlab
HGNC:17961	TRPM8	ENSG00000144481	es105	NA	NA	bushmanlab
HGNC:12716	TRPV1	ENSG00000196689	es105	NA	NA	bushmanlab
HGNC:18082	TRPV2	ENSG00000187688	es105	NA	NA	bushmanlab
HGNC:14006	TRPV6	ENSG00000165125	es105	NA	NA	bushmanlab
HGNC:12347	TRRAP	ENSG00000196367	es105	NA	NA	bushmanlab
HGNC:12362	TSC1	ENSG00000165699	es105	NA	NA	bushmanlab
HGNC:12363	TSC2	ENSG00000103197	es105	NA	NA	bushmanlab
HGNC:15971	TSG101	ENSG00000074319	es105	NA	NA	bushmanlab
HGNC:12373	TSHR	ENSG00000165409	es105	NA	NA	bushmanlab
HGNC:20657	TSPAN1	ENSG00000117472	es105	NA	NA	bushmanlab
HGNC:11855	TSPAN8	ENSG00000127324	es105	NA	NA	bushmanlab
HGNC:16831	TSPOAP1	ENSG00000005379	es105	NA	NA	bushmanlab
HGNC:12381	TSPY1	ENSG00000258992	es105	NA	NA	bushmanlab
HGNC:23704	TTC39B	ENSG00000155158	es105	NA	NA	bushmanlab
HGNC:21586	TTL	ENSG00000114999	es105	NA	NA	bushmanlab
HGNC:21586	TTL	ENSG00000114999	es105	NA	NA	bushmanlab
HGNC:24483	TTLL3	ENSG00000214021	es105	NA	NA	bushmanlab
HGNC:12428	TWIST1	ENSG00000122691	es105	NA	NA	bushmanlab
HGNC:20670	TWIST2	ENSG00000233608	es105	NA	NA	bushmanlab
HGNC:12435	TXN	ENSG00000136810	es105	NA	NA	bushmanlab
HGNC:3148	TYMP	ENSG00000025708	es105	NA	NA	bushmanlab
HGNC:12442	TYR	ENSG00000077498	es105	NA	NA	bushmanlab
HGNC:12446	TYRO3	ENSG00000092445	es105	NA	NA	bushmanlab
HGNC:12450	TYRP1	ENSG00000107165	es105	NA	NA	bushmanlab
HGNC:12453	U2AF1	ENSG00000160201	es105	NA	NA	bushmanlab
HGNC:12471	UBA7	ENSG00000182179	es105	NA	NA	bushmanlab
HGNC:18795	UBD	ENSG00000213886	es105	NA	NA	bushmanlab
HGNC:15937	UBE2C	ENSG00000175063	es105	NA	NA	bushmanlab
HGNC:12475	UBE2D2	ENSG00000131508	es105	NA	NA	bushmanlab
HGNC:12496	UBE3A	ENSG00000114062	es105	NA	NA	bushmanlab
HGNC:12504	UBL3	ENSG00000122042	es105	NA	NA	bushmanlab
HGNC:28221	UBL7	ENSG00000138629	es105	NA	NA	bushmanlab
HGNC:21289	UBR2	ENSG00000024048	es105	NA	NA	bushmanlab
HGNC:16806	UBR5	ENSG00000104517	es105	NA	NA	bushmanlab
HGNC:19678	UCHL5	ENSG00000116750	es105	NA	NA	bushmanlab
HGNC:19683	UHMK1	ENSG00000152332	es105	NA	NA	bushmanlab
HGNC:12557	UHRF2	ENSG00000147854	es105	NA	NA	bushmanlab
HGNC:19966	UNC79	ENSG00000133958	es105	NA	NA	bushmanlab
HGNC:12586	UQCRC2	ENSG00000140740	es105	NA	NA	bushmanlab
HGNC:25792	USB1	ENSG00000103005	es105	NA	NA	bushmanlab
HGNC:12593	USF1	ENSG00000158773	es105	NA	NA	bushmanlab
HGNC:12607	USP1	ENSG00000162607	es105	NA	NA	bushmanlab
HGNC:12613	USP15	ENSG00000135655	es105	NA	NA	bushmanlab
HGNC:12623	USP24	ENSG00000162402	es105	NA	NA	bushmanlab
HGNC:12626	USP3	ENSG00000140455	es105	NA	NA	bushmanlab
HGNC:19143	USP32	ENSG00000170832	es105	NA	NA	bushmanlab
HGNC:20067	USP38	ENSG00000170185	es105	NA	NA	bushmanlab
HGNC:20071	USP39	ENSG00000168883	es105	NA	NA	bushmanlab
HGNC:12627	USP4	ENSG00000114316	es105	NA	NA	bushmanlab
HGNC:20064	USP44	ENSG00000136014	es105	NA	NA	bushmanlab
HGNC:12629	USP6	ENSG00000129204	es105	NA	NA	bushmanlab
HGNC:12630	USP7	ENSG00000187555	es105	NA	NA	bushmanlab
HGNC:12631	USP8	ENSG00000138592	es105	NA	NA	bushmanlab
HGNC:24477	UTP3	ENSG00000132467	es105	NA	NA	bushmanlab
HGNC:12636	UTS2	ENSG00000049247	es105	NA	NA	bushmanlab
HGNC:25507	VAC14	ENSG00000103043	es105	NA	NA	bushmanlab
HGNC:12647	VAMP8	ENSG00000118640	es105	NA	NA	bushmanlab
HGNC:12657	VAV1	ENSG00000141968	es105	NA	NA	bushmanlab
HGNC:12658	VAV2	ENSG00000160293	es105	NA	NA	bushmanlab
HGNC:12659	VAV3	ENSG00000134215	es105	NA	NA	bushmanlab
HGNC:2464	VCAN	ENSG00000038427	es105	NA	NA	bushmanlab
HGNC:12665	VCL	ENSG00000035403	es105	NA	NA	bushmanlab
HGNC:12666	VCP	ENSG00000165280	es105	NA	NA	bushmanlab
HGNC:12669	VDAC1	ENSG00000213585	es105	NA	NA	bushmanlab
HGNC:12680	VEGFA	ENSG00000112715	es105	NA	NA	bushmanlab
HGNC:3708	VEGFD	ENSG00000165197	es105	NA	NA	bushmanlab
HGNC:25735	VEPH1	ENSG00000197415	es105	NA	NA	bushmanlab
HGNC:12684	VGF	ENSG00000128564	es105	NA	NA	bushmanlab
HGNC:12687	VHL	ENSG00000134086	es105	NA	NA	bushmanlab
HGNC:12693	VIP	ENSG00000146469	es105	NA	NA	bushmanlab
HGNC:29559	VMP1	ENSG00000062716	es105	NA	NA	bushmanlab
HGNC:12718	VRK1	ENSG00000100749	es105	NA	NA	bushmanlab
HGNC:12719	VRK2	ENSG00000028116	es105	NA	NA	bushmanlab
HGNC:28873	VTCN1	ENSG00000134258	es105	NA	NA	bushmanlab
HGNC:17792	VTI1A	ENSG00000151532	es105	NA	NA	bushmanlab
HGNC:12731	WAS	ENSG00000015285	es105	NA	NA	bushmanlab
HGNC:12733	WASF2	ENSG00000158195	es105	NA	NA	bushmanlab
HGNC:26157	WDCP	ENSG00000163026	es105	NA	NA	bushmanlab
HGNC:13831	WDR11	ENSG00000120008	es105	NA	NA	bushmanlab
HGNC:30914	WDR48	ENSG00000114742	es105	NA	NA	bushmanlab
HGNC:29652	WDR77	ENSG00000116455	es105	NA	NA	bushmanlab
HGNC:28826	WDR82	ENSG00000164091	es105	NA	NA	bushmanlab
HGNC:15466	WFDC1	ENSG00000103175	es105	NA	NA	bushmanlab
HGNC:18081	WIF1	ENSG00000156076	es105	NA	NA	bushmanlab
HGNC:14542	WNK2	ENSG00000165238	es105	NA	NA	bushmanlab
HGNC:12774	WNT1	ENSG00000125084	es105	NA	NA	bushmanlab
HGNC:12775	WNT10B	ENSG00000169884	es105	NA	NA	bushmanlab
HGNC:12780	WNT2	ENSG00000105989	es105	NA	NA	bushmanlab
HGNC:12782	WNT3	ENSG00000108379	es105	NA	NA	bushmanlab
HGNC:15983	WNT3A	ENSG00000154342	es105	NA	NA	bushmanlab
HGNC:12784	WNT5A	ENSG00000114251	es105	NA	NA	bushmanlab
HGNC:12785	WNT6	ENSG00000115596	es105	NA	NA	bushmanlab
HGNC:25522	WRAP53	ENSG00000141499	es105	NA	NA	bushmanlab
HGNC:12791	WRN	ENSG00000165392	es105	NA	NA	bushmanlab
HGNC:12796	WT1	ENSG00000184937	es105	NA	NA	bushmanlab
HGNC:29435	WWC1	ENSG00000113645	es105	NA	NA	bushmanlab
HGNC:12799	WWOX	ENSG00000186153	es105	NA	NA	bushmanlab
HGNC:17004	WWP1	ENSG00000123124	es105	NA	NA	bushmanlab
HGNC:24042	WWTR1	ENSG00000018408	es105	NA	NA	bushmanlab
HGNC:30932	XAF1	ENSG00000132530	es105	NA	NA	bushmanlab
HGNC:12805	XDH	ENSG00000158125	es105	NA	NA	bushmanlab
HGNC:14301	XIRP1	ENSG00000168334	es105	NA	NA	bushmanlab
HGNC:12814	XPA	ENSG00000136936	es105	NA	NA	bushmanlab
HGNC:12816	XPC	ENSG00000154767	es105	NA	NA	bushmanlab
HGNC:12825	XPO1	ENSG00000082898	es105	NA	NA	bushmanlab
HGNC:12830	XRCC3	ENSG00000126215	es105	NA	NA	bushmanlab
HGNC:12833	XRCC5	ENSG00000079246	es105	NA	NA	bushmanlab
HGNC:4055	XRCC6	ENSG00000196419	es105	NA	NA	bushmanlab
HGNC:26639	XXYLT1	ENSG00000173950	es105	NA	NA	bushmanlab
HGNC:16262	YAP1	ENSG00000137693	es105	NA	NA	bushmanlab
HGNC:8014	YBX1	ENSG00000065978	es105	NA	NA	bushmanlab
HGNC:24859	YEATS4	ENSG00000127337	es105	NA	NA	bushmanlab
HGNC:12841	YES1	ENSG00000176105	es105	NA	NA	bushmanlab
HGNC:18327	YPEL3	ENSG00000090238	es105	NA	NA	bushmanlab
HGNC:18329	YPEL5	ENSG00000119801	es105	NA	NA	bushmanlab
HGNC:12851	YWHAE	ENSG00000108953	es105	NA	NA	bushmanlab
HGNC:12858	ZAP70	ENSG00000115085	es105	NA	NA	bushmanlab
HGNC:12930	ZBTB16	ENSG00000109906	es105	NA	NA	bushmanlab
HGNC:16682	ZBTB33	ENSG00000177485	es105	NA	NA	bushmanlab
HGNC:4930	ZBTB48	ENSG00000204859	es105	NA	NA	bushmanlab
HGNC:18078	ZBTB7A	ENSG00000178951	es105	NA	NA	bushmanlab
HGNC:30941	ZC3H8	ENSG00000144161	es105	NA	NA	bushmanlab
HGNC:25265	ZCCHC8	ENSG00000033030	es105	NA	NA	bushmanlab
HGNC:20341	ZDHHC14	ENSG00000175048	es105	NA	NA	bushmanlab
HGNC:20712	ZDHHC18	ENSG00000204160	es105	NA	NA	bushmanlab
HGNC:18470	ZDHHC3	ENSG00000163812	es105	NA	NA	bushmanlab
HGNC:18459	ZDHHC7	ENSG00000153786	es105	NA	NA	bushmanlab
HGNC:11642	ZEB1	ENSG00000148516	es105	NA	NA	bushmanlab
HGNC:14881	ZEB2	ENSG00000169554	es105	NA	NA	bushmanlab
HGNC:777	ZFHX3	ENSG00000140836	es105	NA	NA	bushmanlab
HGNC:12862	ZFP36	ENSG00000128016	es105	NA	NA	bushmanlab
HGNC:1107	ZFP36L1	ENSG00000185650	es105	NA	NA	bushmanlab
HGNC:1108	ZFP36L2	ENSG00000152518	es105	NA	NA	bushmanlab
HGNC:15940	ZFP64	ENSG00000020256	es105	NA	NA	bushmanlab
HGNC:12869	ZFX	ENSG00000005889	es105	NA	NA	bushmanlab
HGNC:20761	ZFYVE26	ENSG00000072121	es105	NA	NA	bushmanlab
HGNC:16493	ZMIZ1	ENSG00000108175	es105	NA	NA	bushmanlab
HGNC:12989	ZMYM2	ENSG00000121741	es105	NA	NA	bushmanlab
HGNC:13054	ZMYM3	ENSG00000147130	es105	NA	NA	bushmanlab
HGNC:19412	ZMYND10	ENSG00000004838	es105	NA	NA	bushmanlab
HGNC:9397	ZMYND8	ENSG00000101040	es105	NA	NA	bushmanlab
HGNC:12931	ZNF146	ENSG00000167635	es105	NA	NA	bushmanlab
HGNC:13009	ZNF217	ENSG00000171940	es105	NA	NA	bushmanlab
HGNC:13031	ZNF239	ENSG00000196793	es105	NA	NA	bushmanlab
HGNC:13075	ZNF281	ENSG00000162702	es105	NA	NA	bushmanlab
HGNC:13578	ZNF318	ENSG00000171467	es105	NA	NA	bushmanlab
