ensembl_gene_symbol	ensembl_gene_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene
COL2A1	ENSG00000139219.19	COL2A1	HGNC:2200	COL2A1	1280	FALSE	TRUE
COL3A1	ENSG00000168542.16	COL3A1	HGNC:2201	COL3A1	1281	FALSE	FALSE
COL6A3	ENSG00000163359.17	COL6A3	HGNC:2213	COL6A3	1293	FALSE	FALSE
COL6A6	ENSG00000206384.11	COL6A6	HGNC:27023	COL6A6	131873	FALSE	FALSE
COL7A1	ENSG00000114270.18	COL7A1	HGNC:2214	COL7A1	1294	FALSE	FALSE
COP1	ENSG00000143207.21	COP1	HGNC:17440	COP1	64326	TRUE	FALSE
COX6C	ENSG00000164919.11	COX6C	HGNC:2285	COX6C	1345	FALSE	FALSE
CPEB3	ENSG00000107864.15	CPEB3	HGNC:21746	CPEB3	22849	FALSE	TRUE
CRBN	ENSG00000113851.16	CRBN	HGNC:30185	CRBN	51185	FALSE	TRUE
CREB1	ENSG00000118260.15	CREB1	HGNC:2345	CREB1	1385	TRUE	FALSE
CREB3L1	ENSG00000157613.11	CREB3L1	HGNC:18856	CREB3L1	90993	FALSE	TRUE
CREB3L2	ENSG00000182158.16	CREB3L2	HGNC:23720	CREB3L2	64764	TRUE	FALSE
CREBBP	ENSG00000005339.15	CREBBP	HGNC:2348	CREBBP	1387	FALSE	TRUE
CREM	ENSG00000095794.20	CREM	HGNC:2352	CREM	1390	FALSE	FALSE
CRKL	ENSG00000099942.13	CRKL	HGNC:2363	CRKL	1399	TRUE	FALSE
CRLF2	ENSG00000205755.12	CRLF2	HGNC:14281	CRLF2	64109	TRUE	FALSE
CRNKL1	ENSG00000101343.15	CRNKL1	HGNC:15762	CRNKL1	51340	FALSE	FALSE
CRTC1	ENSG00000105662.16	CRTC1	HGNC:16062	CRTC1	23373	TRUE	FALSE
CRTC3	ENSG00000140577.17	CRTC3	HGNC:26148	CRTC3	64784	FALSE	FALSE
CRYBG1	ENSG00000112297.18	CRYBG1	HGNC:356	CRYBG1	202	TRUE	FALSE
CSDE1	ENSG00000009307.17	CSDE1	HGNC:29905	CSDE1	7812	FALSE	FALSE
CSF1	ENSG00000184371.14	CSF1	HGNC:2432	CSF1	1435	FALSE	TRUE
CSF1R	ENSG00000182578.14	CSF1R	HGNC:2433	CSF1R	1436	FALSE	FALSE
CSF3R	ENSG00000119535.18	CSF3R	HGNC:2439	CSF3R	1441	TRUE	FALSE
CSMD1	ENSG00000183117.20	CSMD1	HGNC:14026	CSMD1	64478	FALSE	TRUE
CSMD3	ENSG00000164796.18	CSMD3	HGNC:19291	CSMD3	114788	FALSE	TRUE
CSNK1A1	ENSG00000113712.19	CSNK1A1	HGNC:2451	CSNK1A1	1452	FALSE	FALSE
CSNK2A1	ENSG00000101266.19	CSNK2A1	HGNC:2457	CSNK2A1	1457	FALSE	FALSE
CSPG4	ENSG00000173546.7	CSPG4	HGNC:2466	CSPG4	1464	FALSE	FALSE
CTC1	ENSG00000178971.16	CTC1	HGNC:26169	CTC1	80169	NA	NA
CTCF	ENSG00000102974.16	CTCF	HGNC:13723	CTCF	10664	FALSE	TRUE
CTLA4	ENSG00000163599.17	CTLA4	HGNC:2505	CTLA4	1493	TRUE	FALSE
CTNNA1	ENSG00000044115.21	CTNNA1	HGNC:2509	CTNNA1	1495	FALSE	TRUE
CTNNA2	ENSG00000066032.19	CTNNA2	HGNC:2510	CTNNA2	1496	TRUE	FALSE
CTNNB1	ENSG00000168036.18	CTNNB1	HGNC:2514	CTNNB1	1499	TRUE	FALSE
CTNND1	ENSG00000198561.16	CTNND1	HGNC:2515	CTNND1	1500	FALSE	FALSE
CTNND2	ENSG00000169862.20	CTNND2	HGNC:2516	CTNND2	1501	TRUE	FALSE
CTR9	ENSG00000198730.9	CTR9	HGNC:16850	CTR9	9646	FALSE	TRUE
CTRC	ENSG00000162438.12	CTRC	HGNC:2523	CTRC	11330	NA	NA
CUL1	ENSG00000055130.18	CUL1	HGNC:2551	CUL1	8454	FALSE	FALSE
CUL3	ENSG00000036257.14	CUL3	HGNC:2553	CUL3	8452	FALSE	TRUE
CUL4A	ENSG00000139842.15	CUL4A	HGNC:2554	CUL4A	8451	TRUE	FALSE
CUX1	ENSG00000257923.12	CUX1	HGNC:2557	CUX1	1523	FALSE	TRUE
CX3CL1	ENSG00000006210.7	CX3CL1	HGNC:10647	CX3CL1	6376	FALSE	FALSE
CXCR4	ENSG00000121966.7	CXCR4	HGNC:2561	CXCR4	7852	TRUE	FALSE
CYLD	ENSG00000083799.18	CYLD	HGNC:2584	CYLD	1540	FALSE	TRUE
CYP19A1	ENSG00000137869.16	CYP19A1	HGNC:2594	CYP19A1	1588	TRUE	FALSE
CYP2C8	ENSG00000138115.15	CYP2C8	HGNC:2622	CYP2C8	1558	FALSE	FALSE
CYP2D6	ENSG00000100197.23	CYP2D6	HGNC:2625	CYP2D6	1565	FALSE	TRUE
CYP3A4	ENSG00000160868.16	CYP3A4	HGNC:2637	CYP3A4	1576	FALSE	TRUE
CYP3A5	ENSG00000106258.15	CYP3A5	HGNC:2638	CYP3A5	1577	FALSE	TRUE
CYSLTR2	ENSG00000152207.8	CYSLTR2	HGNC:18274	CYSLTR2	57105	TRUE	FALSE
DAB2	ENSG00000153071.15	DAB2	HGNC:2662	DAB2	1601	FALSE	TRUE
DAB2IP	ENSG00000136848.18	DAB2IP	HGNC:17294	DAB2IP	153090	FALSE	TRUE
DACH1	ENSG00000276644.5	DACH1	HGNC:2663	DACH1	1602	TRUE	TRUE
DAXX	ENSG00000204209.13	DAXX	HGNC:2681	DAXX	1616	FALSE	TRUE
DAZAP1	ENSG00000071626.17	DAZAP1	HGNC:2683	DAZAP1	26528	FALSE	FALSE
DCAF12L2	ENSG00000198354.7	DCAF12L2	HGNC:32950	DCAF12L2	340578	FALSE	FALSE
DCC	ENSG00000187323.12	DCC	HGNC:2701	DCC	1630	FALSE	TRUE
DCTN1	ENSG00000204843.13	DCTN1	HGNC:2711	DCTN1	1639	FALSE	FALSE
DCUN1D1	ENSG00000043093.15	DCUN1D1	HGNC:18184	DCUN1D1	54165	TRUE	FALSE
DDB2	ENSG00000134574.12	DDB2	HGNC:2718	DDB2	1643	TRUE	TRUE
DDIT3	ENSG00000175197.13	DDIT3	HGNC:2726	DDIT3	1649	FALSE	FALSE
DDR2	ENSG00000162733.19	DDR2	HGNC:2731	DDR2	4921	TRUE	FALSE
DDX10	ENSG00000178105.12	DDX10	HGNC:2735	DDX10	1662	FALSE	TRUE
DDX11	ENSG00000013573.17	DDX11	HGNC:2736	DDX11	1663	NA	NA
DDX3X	ENSG00000215301.11	DDX3X	HGNC:2745	DDX3X	1654	FALSE	TRUE
DDX4	ENSG00000152670.19	DDX4	HGNC:18700	DDX4	54514	TRUE	FALSE
DDX41	ENSG00000183258.12	DDX41	HGNC:18674	DDX41	51428	FALSE	TRUE
DDX5	ENSG00000108654.16	DDX5	HGNC:2746	DDX5	1655	TRUE	FALSE
DDX6	ENSG00000110367.14	DDX6	HGNC:2747	DDX6	1656	TRUE	FALSE
DEK	ENSG00000124795.17	DEK	HGNC:2768	DEK	7913	TRUE	FALSE
DEPDC5	ENSG00000100150.20	DEPDC5	HGNC:18423	DEPDC5	9681	FALSE	TRUE
DGCR8	ENSG00000128191.16	DGCR8	HGNC:2847	DGCR8	54487	TRUE	FALSE
DGKA	ENSG00000065357.20	DGKA	HGNC:2849	DGKA	1606	FALSE	FALSE
DHCR7	ENSG00000172893.18	DHCR7	HGNC:2860	DHCR7	1717	NA	NA
DHX15	ENSG00000109606.13	DHX15	HGNC:2738	DHX15	1665	FALSE	FALSE
DHX9	ENSG00000135829.17	DHX9	HGNC:2750	DHX9	1660	TRUE	FALSE
DIAPH2	ENSG00000147202.19	DIAPH2	HGNC:2877	DIAPH2	1730	TRUE	TRUE
DICER1	ENSG00000100697.15	DICER1	HGNC:17098	DICER1	23405	FALSE	TRUE
DIRAS3	ENSG00000162595.8	DIRAS3	HGNC:687	DIRAS3	9077	FALSE	TRUE
DIS3	ENSG00000083520.15	DIS3	HGNC:20604	DIS3	22894	FALSE	TRUE
DIS3L	ENSG00000166938.13	DIS3L	HGNC:28698	DIS3L	115752	NA	NA
DIS3L2	ENSG00000144535.20	DIS3L2	HGNC:28648	DIS3L2	129563	FALSE	FALSE
DKC1	ENSG00000130826.18	DKC1	HGNC:2890	DKC1	1736	NA	NA
DKK1	ENSG00000107984.10	DKK1	HGNC:2891	DKK1	22943	FALSE	FALSE
DKK2	ENSG00000155011.9	DKK2	HGNC:2892	DKK2	27123	FALSE	FALSE
DKK3	ENSG00000050165.19	DKK3	HGNC:2893	DKK3	27122	FALSE	FALSE
DKK4	ENSG00000104371.5	DKK4	HGNC:2894	DKK4	27121	FALSE	FALSE
DLC1	ENSG00000164741.15	DLC1	HGNC:2897	DLC1	10395	FALSE	TRUE
DLG2	ENSG00000150672.18	DLG2	HGNC:2901	DLG2	1740	FALSE	TRUE
DMD	ENSG00000198947.18	DMD	HGNC:2928	DMD	1756	FALSE	FALSE
DNAJB1	ENSG00000132002.9	DNAJB1	HGNC:5270	DNAJB1	3337	FALSE	FALSE
DNAJC21	ENSG00000168724.17	DNAJC21	HGNC:27030	DNAJC21	134218	NA	NA
DNM2	ENSG00000079805.19	DNM2	HGNC:2974	DNM2	1785	TRUE	FALSE
DNMT1	ENSG00000130816.17	DNMT1	HGNC:2976	DNMT1	1786	TRUE	FALSE
DNMT3A	ENSG00000119772.19	DNMT3A	HGNC:2978	DNMT3A	1788	FALSE	TRUE
DNMT3B	ENSG00000088305.18	DNMT3B	HGNC:2979	DNMT3B	1789	FALSE	TRUE
DOCK8	ENSG00000107099.18	DOCK8	HGNC:19191	DOCK8	81704	FALSE	TRUE
DOT1L	ENSG00000104885.19	DOT1L	HGNC:24948	DOT1L	84444	TRUE	FALSE
DPYD	ENSG00000188641.14	DPYD	HGNC:3012	DPYD	1806	FALSE	FALSE
DRD5	ENSG00000169676.6	DRD5	HGNC:3026	DRD5	1816	FALSE	FALSE
DROSHA	ENSG00000113360.17	DROSHA	HGNC:17904	DROSHA	29102	FALSE	FALSE
DSP	ENSG00000096696.15	DSP	HGNC:3052	DSP	1832	FALSE	FALSE
DTD1	ENSG00000125821.13	DTD1	HGNC:16219	DTD1	92675	NA	NA
DTX1	ENSG00000135144.8	DTX1	HGNC:3060	DTX1	1840	FALSE	TRUE
DTX3L	ENSG00000163840.10	DTX3L	HGNC:30323	DTX3L	151636	NA	NA
DUSP2	ENSG00000158050.5	DUSP2	HGNC:3068	DUSP2	1844	FALSE	FALSE
DUSP22	ENSG00000112679.15	DUSP22	HGNC:16077	DUSP22	56940	FALSE	TRUE
DUSP4	ENSG00000120875.9	DUSP4	HGNC:3070	DUSP4	1846	FALSE	TRUE
DUX4	ENSG00000260596.5	DUX4	HGNC:50800	DUX4	100288687	NA	NA
DYRK1A	ENSG00000157540.22	DYRK1A	HGNC:3091	DYRK1A	1859	FALSE	FALSE
E2F1	ENSG00000101412.13	E2F1	HGNC:3113	E2F1	1869	TRUE	TRUE
E2F2	ENSG00000007968.7	E2F2	HGNC:3114	E2F2	1870	TRUE	TRUE
E2F3	ENSG00000112242.16	E2F3	HGNC:3115	E2F3	1871	TRUE	FALSE
EBF1	ENSG00000164330.17	EBF1	HGNC:3126	EBF1	1879	FALSE	FALSE
ECSIT	ENSG00000130159.15	ECSIT	HGNC:29548	ECSIT	51295	TRUE	FALSE
ECT2L	ENSG00000203734.13	ECT2L	HGNC:21118	ECT2L	345930	FALSE	TRUE
EED	ENSG00000074266.22	EED	HGNC:3188	EED	8726	FALSE	TRUE
EEF1A1	ENSG00000156508.19	EEF1A1	HGNC:3189	EEF1A1	1915	TRUE	FALSE
EEF2	ENSG00000167658.16	EEF2	HGNC:3214	EEF2	1938	FALSE	FALSE
EGF	ENSG00000138798.13	EGF	HGNC:3229	EGF	1950	TRUE	FALSE
EGFL7	ENSG00000172889.16	EGFL7	HGNC:20594	EGFL7	51162	TRUE	FALSE
EGFR	ENSG00000146648.20	EGFR	HGNC:3236	EGFR	1956	TRUE	FALSE
EGLN1	ENSG00000135766.9	EGLN1	HGNC:1232	EGLN1	54583	NA	NA
EGLN2	ENSG00000269858.6	EGLN2	HGNC:14660	EGLN2	112398	NA	NA
EGR1	ENSG00000120738.8	EGR1	HGNC:3238	EGR1	1958	FALSE	TRUE
EGR2	ENSG00000122877.18	EGR2	HGNC:3239	EGR2	1959	FALSE	FALSE
EGR3	ENSG00000179388.9	EGR3	HGNC:3240	EGR3	1960	FALSE	FALSE
EIF1AX	ENSG00000173674.11	EIF1AX	HGNC:3250	EIF1AX	1964	FALSE	FALSE
EIF2B1	ENSG00000111361.13	EIF2B1	HGNC:3257	EIF2B1	1967	FALSE	TRUE
EIF3E	ENSG00000104408.11	EIF3E	HGNC:3277	EIF3E	3646	FALSE	FALSE
EIF4A2	ENSG00000156976.17	EIF4A2	HGNC:3284	EIF4A2	1974	TRUE	FALSE
EIF4E	ENSG00000151247.13	EIF4E	HGNC:3287	EIF4E	1977	TRUE	FALSE
EIF5A	ENSG00000132507.18	EIF5A	HGNC:3300	EIF5A	1984	FALSE	FALSE
ELAC2	ENSG00000006744.19	ELAC2	HGNC:14198	ELAC2	60528	FALSE	FALSE
ELANE	ENSG00000197561.7	ELANE	HGNC:3309	ELANE	1991	FALSE	FALSE
ELF3	ENSG00000163435.16	ELF3	HGNC:3318	ELF3	1999	TRUE	TRUE
ELF4	ENSG00000102034.18	ELF4	HGNC:3319	ELF4	2000	TRUE	FALSE
ELK4	ENSG00000158711.14	ELK4	HGNC:3326	ELK4	2005	TRUE	FALSE
ELL	ENSG00000105656.13	ELL	HGNC:23114	ELL	8178	TRUE	FALSE
ELMO1	ENSG00000155849.16	ELMO1	HGNC:16286	ELMO1	9844	FALSE	FALSE
ELN	ENSG00000049540.19	ELN	HGNC:3327	ELN	2006	TRUE	FALSE
ELOC	ENSG00000154582.18	ELOC	HGNC:11617	ELOC	6921	FALSE	FALSE
ELP1	ENSG00000070061.16	ELP1	HGNC:5959	ELP1	8518	NA	NA
EML1	ENSG00000066629.18	EML1	HGNC:3330	EML1	2009	NA	NA
EML4	ENSG00000143924.19	EML4	HGNC:1316	EML4	27436	TRUE	FALSE
EMSY	ENSG00000158636.16	EMSY	HGNC:18071	EMSY	56946	TRUE	FALSE
ENG	ENSG00000106991.14	ENG	HGNC:3349	ENG	2022	FALSE	FALSE
EP300	ENSG00000100393.14	EP300	HGNC:3373	EP300	2033	FALSE	TRUE
EP400	ENSG00000183495.14	EP400	HGNC:11958	EP400	57634	FALSE	TRUE
EPAS1	ENSG00000116016.14	EPAS1	HGNC:3374	EPAS1	2034	FALSE	FALSE
EPC1	ENSG00000120616.16	EPC1	HGNC:19876	EPC1	80314	FALSE	FALSE
EPCAM	ENSG00000119888.11	EPCAM	HGNC:11529	EPCAM	4072	FALSE	TRUE
EPHA1	ENSG00000146904.9	EPHA1	HGNC:3385	EPHA1	2041	FALSE	FALSE
EPHA2	ENSG00000142627.13	EPHA2	HGNC:3386	EPHA2	1969	TRUE	FALSE
EPHA3	ENSG00000044524.11	EPHA3	HGNC:3387	EPHA3	2042	FALSE	TRUE
EPHA5	ENSG00000145242.14	EPHA5	HGNC:3389	EPHA5	2044	FALSE	FALSE
EPHA7	ENSG00000135333.15	EPHA7	HGNC:3390	EPHA7	2045	TRUE	TRUE
EPHB1	ENSG00000154928.19	EPHB1	HGNC:3392	EPHB1	2047	TRUE	TRUE
EPHB4	ENSG00000196411.10	EPHB4	HGNC:3395	EPHB4	2050	TRUE	FALSE
EPHB6	ENSG00000106123.12	EPHB6	HGNC:3396	EPHB6	2051	FALSE	FALSE
EPOR	ENSG00000187266.14	EPOR	HGNC:3416	EPOR	2057	TRUE	FALSE
EPS15	ENSG00000085832.17	EPS15	HGNC:3419	EPS15	2060	FALSE	TRUE
ERBB2	ENSG00000141736.14	ERBB2	HGNC:3430	ERBB2	2064	TRUE	FALSE
ERBB3	ENSG00000065361.17	ERBB3	HGNC:3431	ERBB3	2065	TRUE	FALSE
ERBB4	ENSG00000178568.15	ERBB4	HGNC:3432	ERBB4	2066	TRUE	FALSE
ERC1	ENSG00000082805.21	ERC1	HGNC:17072	ERC1	23085	TRUE	FALSE
ERCC1	ENSG00000012061.16	ERCC1	HGNC:3433	ERCC1	2067	FALSE	FALSE
ERCC2	ENSG00000104884.17	ERCC2	HGNC:3434	ERCC2	2068	FALSE	TRUE
ERCC3	ENSG00000163161.14	ERCC3	HGNC:3435	ERCC3	2071	FALSE	TRUE
ERCC4	ENSG00000175595.16	ERCC4	HGNC:3436	ERCC4	2072	FALSE	TRUE
ERCC5	ENSG00000134899.24	ERCC5	HGNC:3437	ERCC5	2073	FALSE	TRUE
ERCC6	ENSG00000225830.16	ERCC6	HGNC:3438	ERCC6	2074	FALSE	FALSE
ERF	ENSG00000105722.10	ERF	HGNC:3444	ERF	2077	FALSE	TRUE
ERG	ENSG00000157554.20	ERG	HGNC:3446	ERG	2078	TRUE	FALSE
ERRFI1	ENSG00000116285.13	ERRFI1	HGNC:18185	ERRFI1	54206	FALSE	TRUE
ESCO2	ENSG00000171320.15	ESCO2	HGNC:27230	ESCO2	157570	FALSE	TRUE
ESR1	ENSG00000091831.25	ESR1	HGNC:3467	ESR1	2099	TRUE	FALSE
ESR2	ENSG00000140009.19	ESR2	HGNC:3468	ESR2	2100	TRUE	FALSE
ESRRG	ENSG00000196482.18	ESRRG	HGNC:3474	ESRRG	2104	FALSE	FALSE
ETAA1	ENSG00000143971.9	ETAA1	HGNC:24648	ETAA1	54465	FALSE	TRUE
ETNK1	ENSG00000139163.16	ETNK1	HGNC:24649	ETNK1	55500	FALSE	FALSE
ETS1	ENSG00000134954.14	ETS1	HGNC:3488	ETS1	2113	TRUE	TRUE
ETS2	ENSG00000157557.13	ETS2	HGNC:3489	ETS2	2114	FALSE	TRUE
ETV1	ENSG00000006468.14	ETV1	HGNC:3490	ETV1	2115	TRUE	FALSE
ETV4	ENSG00000175832.13	ETV4	HGNC:3493	ETV4	2118	TRUE	FALSE
ETV5	ENSG00000244405.8	ETV5	HGNC:3494	ETV5	2119	TRUE	FALSE
ETV6	ENSG00000139083.11	ETV6	HGNC:3495	ETV6	2120	FALSE	TRUE
EWSR1	ENSG00000182944.18	EWSR1	HGNC:3508	EWSR1	2130	TRUE	FALSE
EXO1	ENSG00000174371.17	EXO1	HGNC:3511	EXO1	9156	FALSE	FALSE
EXT1	ENSG00000182197.13	EXT1	HGNC:3512	EXT1	2131	FALSE	TRUE
EXT2	ENSG00000151348.16	EXT2	HGNC:3513	EXT2	2132	FALSE	TRUE
EYA4	ENSG00000112319.20	EYA4	HGNC:3522	EYA4	2070	FALSE	TRUE
EYS	ENSG00000188107.15	EYS	HGNC:21555	EYS	346007	FALSE	TRUE
EZH1	ENSG00000108799.13	EZH1	HGNC:3526	EZH1	2145	TRUE	FALSE
EZH2	ENSG00000106462.12	EZH2	HGNC:3527	EZH2	2146	TRUE	TRUE
EZHIP	ENSG00000187690.4	EZHIP	HGNC:33738	EZHIP	340602	TRUE	FALSE
EZR	ENSG00000092820.19	EZR	HGNC:12691	EZR	7430	TRUE	TRUE
FAH	ENSG00000103876.14	FAH	HGNC:3579	FAH	2184	NA	NA
FAM118B	ENSG00000197798.9	FAM118B	HGNC:26110	FAM118B	79607	FALSE	FALSE
FAM131B	ENSG00000159784.18	FAM131B	HGNC:22202	FAM131B	9715	FALSE	FALSE
FAM135B	ENSG00000147724.12	FAM135B	HGNC:28029	FAM135B	51059	FALSE	FALSE
FAM47C	ENSG00000198173.5	FAM47C	HGNC:25301	FAM47C	442444	FALSE	FALSE
FAN1	ENSG00000198690.10	FAN1	HGNC:29170	FAN1	22909	NA	NA
FANCA	ENSG00000187741.15	FANCA	HGNC:3582	FANCA	2175	FALSE	TRUE
FANCB	ENSG00000181544.15	FANCB	HGNC:3583	FANCB	2187	FALSE	FALSE
FANCC	ENSG00000158169.13	FANCC	HGNC:3584	FANCC	2176	FALSE	TRUE
FANCD2	ENSG00000144554.13	FANCD2	HGNC:3585	FANCD2	2177	FALSE	TRUE
FANCE	ENSG00000112039.5	FANCE	HGNC:3586	FANCE	2178	FALSE	TRUE
FANCF	ENSG00000183161.6	FANCF	HGNC:3587	FANCF	2188	FALSE	TRUE
FANCG	ENSG00000221829.10	FANCG	HGNC:3588	FANCG	2189	FALSE	TRUE
FANCI	ENSG00000140525.19	FANCI	HGNC:25568	FANCI	55215	FALSE	FALSE
FANCL	ENSG00000115392.12	FANCL	HGNC:20748	FANCL	55120	FALSE	TRUE
FANCM	ENSG00000187790.11	FANCM	HGNC:23168	FANCM	57697	FALSE	TRUE
FAS	ENSG00000026103.23	FAS	HGNC:11920	FAS	355	FALSE	TRUE
FAT1	ENSG00000083857.15	FAT1	HGNC:3595	FAT1	2195	FALSE	TRUE
FAT2	ENSG00000086570.13	FAT2	HGNC:3596	FAT2	2196	FALSE	FALSE
FAT3	ENSG00000165323.16	FAT3	HGNC:23112	FAT3	120114	FALSE	FALSE
FAT4	ENSG00000196159.14	FAT4	HGNC:23109	FAT4	79633	FALSE	TRUE
FBLN1	ENSG00000077942.19	FBLN1	HGNC:3600	FBLN1	2192	FALSE	FALSE
FBLN2	ENSG00000163520.14	FBLN2	HGNC:3601	FBLN2	2199	FALSE	TRUE
FBXL17	ENSG00000145743.18	FBXL17	HGNC:13615	FBXL17	64839	FALSE	TRUE
FBXO11	ENSG00000138081.22	FBXO11	HGNC:13590	FBXO11	80204	FALSE	TRUE
FBXW2	ENSG00000119402.18	FBXW2	HGNC:13608	FBXW2	26190	FALSE	FALSE
FBXW7	ENSG00000109670.16	FBXW7	HGNC:16712	FBXW7	55294	FALSE	TRUE
FCGR2B	ENSG00000072694.22	FCGR2B	HGNC:3618	FCGR2B	2213	TRUE	FALSE
FCGR3A	ENSG00000203747.12	FCGR3A	HGNC:3619	FCGR3A	2214	FALSE	FALSE
FCRL4	ENSG00000163518.11	FCRL4	HGNC:18507	FCRL4	83417	TRUE	FALSE
FEN1	ENSG00000168496.4	FEN1	HGNC:3650	FEN1	2237	FALSE	TRUE
FES	ENSG00000182511.12	FES	HGNC:3657	FES	2242	TRUE	FALSE
FEV	ENSG00000163497.3	FEV	HGNC:18562	FEV	54738	FALSE	FALSE
FGF1	ENSG00000113578.18	FGF1	HGNC:3665	FGF1	2246	FALSE	FALSE
FGF10	ENSG00000070193.5	FGF10	HGNC:3666	FGF10	2255	TRUE	FALSE
FGF14	ENSG00000102466.16	FGF14	HGNC:3671	FGF14	2259	FALSE	TRUE
FGF19	ENSG00000162344.4	FGF19	HGNC:3675	FGF19	9965	TRUE	FALSE
FGF2	ENSG00000138685.17	FGF2	HGNC:3676	FGF2	2247	FALSE	FALSE
FGF23	ENSG00000118972.3	FGF23	HGNC:3680	FGF23	8074	TRUE	FALSE
FGF3	ENSG00000186895.4	FGF3	HGNC:3681	FGF3	2248	TRUE	FALSE
FGF4	ENSG00000075388.4	FGF4	HGNC:3682	FGF4	2249	TRUE	FALSE
FGF5	ENSG00000138675.17	FGF5	HGNC:3683	FGF5	2250	TRUE	FALSE
FGF6	ENSG00000111241.3	FGF6	HGNC:3684	FGF6	2251	TRUE	FALSE
FGF7	ENSG00000140285.12	FGF7	HGNC:3685	FGF7	2252	FALSE	FALSE
FGF8	ENSG00000107831.14	FGF8	HGNC:3686	FGF8	2253	FALSE	FALSE
FGF9	ENSG00000102678.7	FGF9	HGNC:3687	FGF9	2254	FALSE	FALSE
FGFR1	ENSG00000077782.22	FGFR1	HGNC:3688	FGFR1	2260	TRUE	FALSE
FGFR1OP2	ENSG00000111790.14	FGFR1OP2	HGNC:23098	FGFR1OP2	26127	NA	NA
FGFR2	ENSG00000066468.24	FGFR2	HGNC:3689	FGFR2	2263	TRUE	FALSE
FGFR3	ENSG00000068078.20	FGFR3	HGNC:3690	FGFR3	2261	TRUE	FALSE
FGFR4	ENSG00000160867.15	FGFR4	HGNC:3691	FGFR4	2264	TRUE	FALSE
FH	ENSG00000091483.8	FH	HGNC:3700	FH	2271	FALSE	TRUE
FHIT	ENSG00000189283.10	FHIT	HGNC:3701	FHIT	2272	FALSE	TRUE
FIP1L1	ENSG00000145216.16	FIP1L1	HGNC:19124	FIP1L1	81608	TRUE	FALSE
FKBP9	ENSG00000122642.11	FKBP9	HGNC:3725	FKBP9	11328	FALSE	FALSE
FLCN	ENSG00000154803.13	FLCN	HGNC:27310	FLCN	201163	FALSE	TRUE
FLI1	ENSG00000151702.17	FLI1	HGNC:3749	FLI1	2313	TRUE	FALSE
FLII	ENSG00000177731.16	FLII	HGNC:3750	FLII	2314	TRUE	FALSE
FLNA	ENSG00000196924.19	FLNA	HGNC:3754	FLNA	2316	FALSE	FALSE
FLT1	ENSG00000102755.12	FLT1	HGNC:3763	FLT1	2321	TRUE	FALSE
FLT3	ENSG00000122025.15	FLT3	HGNC:3765	FLT3	2322	TRUE	FALSE
FLT4	ENSG00000037280.16	FLT4	HGNC:3767	FLT4	2324	TRUE	FALSE
FMR1	ENSG00000102081.16	FMR1	HGNC:3775	FMR1	2332	FALSE	FALSE
FN1	ENSG00000115414.21	FN1	HGNC:3778	FN1	2335	FALSE	FALSE
FNBP1	ENSG00000187239.17	FNBP1	HGNC:17069	FNBP1	23048	FALSE	FALSE
FNTB	ENSG00000257365.8	FNTB	HGNC:3785	FNTB	2342	FALSE	FALSE
FOLH1	ENSG00000086205.18	FOLH1	HGNC:3788	FOLH1	2346	TRUE	FALSE
FOS	ENSG00000170345.10	FOS	HGNC:3796	FOS	2353	TRUE	FALSE
FOSB	ENSG00000125740.14	FOSB	HGNC:3797	FOSB	2354	NA	NA
FOSL2	ENSG00000075426.12	FOSL2	HGNC:3798	FOSL2	2355	FALSE	TRUE
FOXA1	ENSG00000129514.8	FOXA1	HGNC:5021	FOXA1	3169	TRUE	TRUE
FOXA2	ENSG00000125798.15	FOXA2	HGNC:5022	FOXA2	3170	TRUE	TRUE
FOXE1	ENSG00000178919.9	FOXE1	HGNC:3806	FOXE1	2304	FALSE	FALSE
FOXF1	ENSG00000103241.7	FOXF1	HGNC:3809	FOXF1	2294	TRUE	TRUE
FOXL2	ENSG00000183770.7	FOXL2	HGNC:1092	FOXL2	668	TRUE	TRUE
FOXM1	ENSG00000111206.13	FOXM1	HGNC:3818	FOXM1	2305	TRUE	FALSE
FOXN4	ENSG00000139445.18	FOXN4	HGNC:21399	FOXN4	121643	TRUE	FALSE
FOXO1	ENSG00000150907.10	FOXO1	HGNC:3819	FOXO1	2308	FALSE	TRUE
FOXO3	ENSG00000118689.15	FOXO3	HGNC:3821	FOXO3	2309	FALSE	FALSE
FOXO4	ENSG00000184481.17	FOXO4	HGNC:7139	FOXO4	4303	TRUE	TRUE
FOXP1	ENSG00000114861.24	FOXP1	HGNC:3823	FOXP1	27086	TRUE	TRUE
FOXP3	ENSG00000049768.17	FOXP3	HGNC:6106	FOXP3	50943	FALSE	TRUE
FOXQ1	ENSG00000164379.7	FOXQ1	HGNC:20951	FOXQ1	94234	FALSE	TRUE
FOXR1	ENSG00000176302.13	FOXR1	HGNC:29980	FOXR1	283150	TRUE	FALSE
FOXR2	ENSG00000189299.7	FOXR2	HGNC:30469	FOXR2	139628	TRUE	FALSE
FRS2	ENSG00000166225.9	FRS2	HGNC:16971	FRS2	10818	TRUE	FALSE
FSTL1	ENSG00000163430.12	FSTL1	HGNC:3972	FSTL1	11167	TRUE	FALSE
FSTL3	ENSG00000070404.10	FSTL3	HGNC:3973	FSTL3	10272	TRUE	FALSE
