hgnc_id	gene_id	symbol	contig	start	end	strand
NA	124904448	LOC124904448	chr1	165535531	165535915	+
HGNC:32156	440699	LRRC52	chr1	165544000	165563957	+
HGNC:36892	401974	RPS2P10	chr1	165581558	165582516	+
HGNC:35009	100189439	TRK-CTT13-1	chr1	165596913	165596985	+
HGNC:7064	4259	MGST3	chr1	165631234	165656136	+
HGNC:412	223	ALDH9A1	chr1	165662216	165698562	-
HGNC:36309	100128305	RPS13P1	chr1	165671256	165671731	+
HGNC:36371	100270952	RPL21P27	chr1	165676272	165676816	+
NA	440700	LOC440700	chr1	165698750	165709968	+
HGNC:18188	54499	TMCO1	chr1	165724291	165768922	-
HGNC:54046	100147773	TMCO1-AS1	chr1	165768929	165775449	+
HGNC:36025	391126	RPL26P12	chr1	165819342	165819831	+
HGNC:12562	7371	UCK2	chr1	165827614	165911618	+
HGNC:38963	100500832	MIR3658	chr1	165907921	165907976	+
NA	100420658	LOC100420658	chr1	165941238	165941768	-
HGNC:36036	401975	RPS3AP10	chr1	166022190	166023075	+
HGNC:42841	100873299	RNA5SP64	chr1	166042244	166042350	+
HGNC:40639	105371586	FAM78B-AS1	chr1	166048489	166091567	+
HGNC:13495	149297	FAM78B	chr1	166055918	166167001	-
HGNC:33671	100126349	MIR921	chr1	166154743	166154798	-
NA	112268276	LOC112268276	chr1	166165877	166340900	+
NA	284685	LOC284685	chr1	166275454	166277636	-
HGNC:32208	100337589	FMO7P	chr1	166474745	166481565	+
HGNC:52463	105371590	LINC01675	chr1	166475772	166490039	-
HGNC:32209	100129007	FMO8P	chr1	166566178	166580711	+
HGNC:32210	116123	FMO9P	chr1	166603916	166625238	+
HGNC:32211	100128181	FMO10P	chr1	166649150	166699360	+
HGNC:36836	646688	RPL4P2	chr1	166747323	166748749	+
HGNC:32212	100337590	FMO11P	chr1	166767570	166792767	+
HGNC:39535	646693	CNN2P10	chr1	166796245	166797338	+
HGNC:18800	57645	POGK	chr1	166839475	166856359	+
HGNC:30631	117143	TADA1	chr1	166856510	166876264	-
HGNC:39519	100873912	DUTP6	chr1	166868734	166869207	+
NA	124904450	LOC124904450	chr1	166895696	166901956	-
HGNC:18131	387597	ILDR2	chr1	166908187	166975540	-
NA	124904449	LOC124904449	chr1	166927171	166973048	+
HGNC:25929	84944	MAEL	chr1	166975582	167022214	+
HGNC:42842	100873300	RNA5SP65	chr1	167005959	167006077	+
NA	124904834	LOC124904834	chr1	167041435	167041536	+
NA	105371600	LOC105371600	chr1	167052685	167064916	+
HGNC:4445	10223	GPA33	chr1	167052836	167090377	-
NA	124904451	LOC124904451	chr1	167088600	167091381	+
HGNC:25034	92235	STYXL2	chr1	167094075	167129165	+
HGNC:36945	391130	RPS17P6	chr1	167162380	167162862	-
NA	105371601	LOC105371601	chr1	167166600	167173301	+
HGNC:50598	101928484	LINC01363	chr1	167175362	167195805	-
HGNC:9212	5451	POU2F1	chr1	167220885	167427345	+
NA	124900412	LOC124900412	chr1	167241617	167294455	+
HGNC:1677	919	CD247	chr1	167430640	167518529	-
NA	101928512	LOC101928512	chr1	167454669	167478832	+
HGNC:11288	80701	AKR1D1P1	chr1	167519548	167536087	+
NA	107985224	LOC107985224	chr1	167529539	167535795	-
HGNC:2351	8804	CREG1	chr1	167541013	167553762	-
HGNC:36952	100271075	RPS18P4	chr1	167591349	167591876	+
HGNC:28310	92241	RCSD1	chr1	167630232	167708696	+
HGNC:34774	100189211	TRP-CGG1-1	chr1	167714725	167714796	+
HGNC:34578	100189019	TRP-AGG2-1	chr1	167715488	167715559	-
HGNC:7226	9019	MPZL1	chr1	167721982	167791919	+
HGNC:21285	55811	ADCY10	chr1	167809386	167914134	-
HGNC:30002	55827	DCAF6	chr1	167863576	168075836	+
HGNC:24515	25874	MPC2	chr1	167916675	167937072	-
HGNC:35367	100313835	MIR1255B2	chr1	167998660	167998726	+
HGNC:44195	100329108	GCSHP5	chr1	168055359	168056493	-
HGNC:23694	23432	GPR161	chr1	168079542	168137667	-
HGNC:30231	261726	TIPRL	chr1	168178962	168202109	+
HGNC:10341	26514	RPL34P1	chr1	168210566	168210983	+
NA	107985453	LOC107985453	chr1	168215405	168215652	+
HGNC:25140	375035	SFT2D2	chr1	168226004	168253021	+
HGNC:28169	84832	ANKRD36BP1	chr1	168245565	168247430	-
HGNC:48273	106480658	RNU6-1310P	chr1	168263375	168263481	-
HGNC:11596	9095	TBX19	chr1	168280877	168314426	+
NA	441914	LOC441914	chr1	168368978	168369175	+
HGNC:32813	693142	MIR557	chr1	168375524	168375621	+
NA	100505918	LOC100505918	chr1	168400188	168422656	-
HGNC:43667	730016	QRSL1P1	chr1	168449676	168451315	-
NA	101928565	LOC101928565	chr1	168464114	168495644	-
HGNC:10646	6846	XCL2	chr1	168540768	168543997	-
HGNC:36820	100271036	RPL7AP19	chr1	168542706	168543356	+
HGNC:10645	6375	XCL1	chr1	168576605	168582069	+
HGNC:37020	100271038	RPL7AP21	chr1	168578601	168579463	-
NA	105371604	LOC105371604	chr1	168638124	168666551	-
HGNC:3011	1805	DPT	chr1	168695468	168729206	-
NA	124904452	LOC124904452	chr1	168763365	168774619	-
HGNC:44257	79100	LINC00626	chr1	168786941	168792888	+
NA	105371606	LOC105371606	chr1	168839401	168870199	+
HGNC:33149	474337	SUMO1P2	chr1	168898097	168899044	+
HGNC:48730	101978719	LINC00970	chr1	168903905	169087005	-
HGNC:36859	100270972	RPL29P7	chr1	168938417	168939044	+
HGNC:42843	100873301	RNA5SP66	chr1	169067264	169067364	+
NA	101928596	LOC101928596	chr1	169104124	169104907	+
HGNC:804	481	ATP1B1	chr1	169106690	169132719	+
HGNC:20461	29922	NME7	chr1	169132531	169367797	-
HGNC:1065	8548	BLZF1	chr1	169368195	169396575	+
HGNC:28051	57821	CCDC181	chr1	169394870	169460669	-
HGNC:10938	10560	SLC19A2	chr1	169463909	169485970	-
HGNC:3542	2153	F5	chr1	169511951	169586481	-
HGNC:10721	6403	SELP	chr1	169588849	169630124	-
NA	107985745	LOC107985745	chr1	169662332	169683932	+
HGNC:10720	6402	SELL	chr1	169690667	169711620	-
HGNC:10718	6401	SELE	chr1	169722640	169734079	-
NA	101928628	LOC101928628	chr1	169762939	169764733	-
HGNC:25565	55732	C1orf112	chr1	169783837	169854080	+
HGNC:28793	92342	METTL18	chr1	169792529	169794907	-
HGNC:19285	57147	SCYL3	chr1	169849631	169894268	-
HGNC:46349	106481014	RN7SL333P	chr1	169859756	169860052	+
HGNC:17060	22920	KIFAP3	chr1	169921329	170085184	-
HGNC:46285	106479320	RN7SL269P	chr1	169957942	169958246	-
HGNC:29728	359753	MRPS10P1	chr1	169990075	169990205	+
HGNC:15623	114190	SIGLEC30P	chr1	170115582	170116393	+
HGNC:31932	149281	NTMT2	chr1	170145959	170168866	+
HGNC:38253	100422839	MIR3119-1	chr1	170151378	170151462	-
HGNC:38315	100423010	MIR3119-2	chr1	170151378	170151462	+
HGNC:52468	105371609	LINC01681	chr1	170174379	170241570	+
HGNC:38021	100462833	ISCUP1	chr1	170211010	170211397	-
HGNC:49456	284688	LINC01142	chr1	170271405	170284208	-
HGNC:43763	100129402	HAUS4P1	chr1	170368922	170370369	-
HGNC:54051	101928650	GORAB-AS1	chr1	170461317	170532609	-
HGNC:25676	92344	GORAB	chr1	170532166	170553834	+
NA	124904453	LOC124904453	chr1	170567518	170570630	+
NA	105371610	LOC105371610	chr1	170640913	170660283	+
HGNC:9142	5396	PRRX1	chr1	170662768	170739421	+
NA	124904454	LOC124904454	chr1	170805899	170826093	-
NA	124904455	LOC124904455	chr1	170882928	170887051	+
HGNC:26287	80133	MROH9	chr1	170935534	171064765	+
NA	646804	LOC646804	chr1	171083565	171085402	+
HGNC:3771	2328	FMO3	chr1	171090905	171117819	+
HGNC:35288	100302178	MIR1295A	chr1	171101728	171101806	-
HGNC:43524	100847009	MIR1295B	chr1	171101739	171101798	+
NA	105371611	LOC105371611	chr1	171120372	171251889	-
HGNC:24024	388714	FMO6P	chr1	171137740	171161563	+
HGNC:3770	2327	FMO2	chr1	171185208	171212686	+
NA	124900413	LOC124900413	chr1	171196090	171224361	-
HGNC:3769	2326	FMO1	chr1	171248494	171285978	+
HGNC:13316	100419996	HMGB1P11	chr1	171270963	171271588	-
HGNC:3772	2329	FMO4	chr1	171314183	171342084	+
HGNC:11987	7151	TOP1P1	chr1	171338896	171341326	+
HGNC:53770	111644147	SRP14P4	chr1	171345105	171345307	-
HGNC:38002	100287900	GM2AP2	chr1	171392248	171392791	+
HGNC:47253	106481270	RNU6-290P	chr1	171418644	171418750	-
HGNC:24404	360156	CYCSP53	chr1	171444684	171444963	-
NA	124904828	LOC124904828	chr1	171481907	171482009	+
HGNC:24903	23215	PRRC2C	chr1	171485530	171593511	+
HGNC:46441	106481039	RN7SL425P	chr1	171492411	171492704	+
NA	124904697	LOC124904697	chr1	171519816	171519919	-
HGNC:53429	110806290	MYOCOS	chr1	171600872	171626888	+
HGNC:7610	4653	MYOC	chr1	171635417	171652688	-
HGNC:42989	730138	PFN1P1	chr1	171670274	171671088	-
HGNC:35773	391135	RPL4P3	chr1	171683064	171684492	-
HGNC:12645	8674	VAMP4	chr1	171700160	171742065	-
NA	100422548	LOC100422548	chr1	171751436	171752028	-
NA	100422549	LOC100422549	chr1	171755803	171756423	-
NA	391136	LOC391136	chr1	171761994	171763147	+
NA	124900454	LOC124900454	chr1	171768070	171768175	+
HGNC:24248	51603	METTL13	chr1	171781660	171797716	+
HGNC:35563	391137	RPS15P3	chr1	171801973	171813970	+
HGNC:36870	127099	RPLP1P3	chr1	171824600	171825010	-
HGNC:29125	26052	DNM3	chr1	171841498	172418466	+
HGNC:41494	100874284	DNM3-IT1	chr1	171864192	171864687	+
HGNC:41228	100628315	DNM3OS	chr1	172136879	172144835	-
HGNC:31591	406996	MIR214	chr1	172138798	172138907	-
HGNC:38295	100422882	MIR3120	chr1	172138808	172138888	+
HGNC:31572	406977	MIR199A2	chr1	172144535	172144644	-
HGNC:47120	106479636	RNU6-157P	chr1	172366540	172366646	+
NA	102724528	LOC102724528	chr1	172393751	172423356	-
HGNC:29591	92346	C1orf105	chr1	172420685	172468829	+
HGNC:8960	5279	PIGC	chr1	172441457	172444069	-
HGNC:1240	51430	SUCO	chr1	172532349	172611833	+
HGNC:47656	106481399	RNU6-693P	chr1	172613428	172613534	-
HGNC:11936	356	FASLG	chr1	172659103	172666876	+
HGNC:43858	441915	SLC25A38P1	chr1	172748252	172750171	+
NA	107985225	LOC107985225	chr1	172815558	172817697	-
NA	105371618	LOC105371618	chr1	172825125	172836054	-
HGNC:43693	100873064	AIMP1P2	chr1	172885866	172886258	-
HGNC:11932	8995	TNFSF18	chr1	173039202	173050941	-
HGNC:4435	391139	GOT2P2	chr1	173140504	173142372	-
HGNC:11934	7292	TNFSF4	chr1	173172870	173450733	-
NA	100506023	LOC100506023	chr1	173235060	173477155	-
NA	124904846	LOC124904846	chr1	173281077	173281201	+
HGNC:35768	730070	RPL26P11	chr1	173351692	173352053	+
NA	646870	LOC646870	chr1	173362378	173363891	-
HGNC:54870	101928673	PRDX6-AS1	chr1	173417789	173461362	-
HGNC:16753	9588	PRDX6	chr1	173477335	173488815	+
NA	124904456	LOC124904456	chr1	173488763	173495471	-
HGNC:28664	284525	SLC9C2	chr1	173500460	173603072	-
HGNC:24786	339416	ANKRD45	chr1	173608336	173715185	-
HGNC:52382	730159	TEX50	chr1	173635338	173637130	+
NA	105371619	LOC105371619	chr1	173637705	173681709	+
NA	124904822	LOC124904822	chr1	173660097	173660200	-
HGNC:25056	27252	KLHL20	chr1	173714981	173786692	+
HGNC:35622	100131787	RPS27P7	chr1	173741642	173741987	+
HGNC:45884	106479166	RN7SKP160	chr1	173791549	173791887	+
HGNC:17879	91687	CENPL	chr1	173799550	173824883	-
HGNC:25538	55157	DARS2	chr1	173824673	173858546	+
HGNC:44119	100506046	GAS5-AS1	chr1	173863248	173863941	+
HGNC:16355	60674	GAS5	chr1	173863899	173868882	-
HGNC:10101	26769	SNORD81	chr1	173864146	173864222	-
HGNC:10187	26802	SNORD47	chr1	173864369	173864445	-
HGNC:10096	26774	SNORD80	chr1	173864833	173864903	-
HGNC:10100	26770	SNORD79	chr1	173865350	173865430	-
HGNC:32738	692198	SNORD78	chr1	173865622	173865686	-
HGNC:10183	26806	SNORD44	chr1	173865968	173866028	-
HGNC:51395	106635533	SNORA103	chr1	173866205	173866290	-
HGNC:32737	692197	SNORD77	chr1	173866301	173866370	-
HGNC:32736	692196	SNORD76	chr1	173866635	173866715	-
HGNC:32735	692195	SNORD75	chr1	173866879	173866938	-
HGNC:32734	619498	SNORD74	chr1	173867674	173867745	-
HGNC:28365	84614	ZBTB37	chr1	173868082	173903547	+
HGNC:775	462	SERPINC1	chr1	173903800	173917327	-
NA	124904457	LOC124904457	chr1	173916500	173924478	+
HGNC:42844	100873302	RNA5SP67	chr1	173921070	173921200	+
HGNC:29434	149041	RC3H1	chr1	173931084	174022357	-
HGNC:42845	100873303	RNA5SP68	chr1	173969318	173969436	-
HGNC:54295	105371620	RC3H1-DT	chr1	174022483	174023190	+
HGNC:36642	100270975	RPL30P1	chr1	174090134	174090472	-
HGNC:34174	100151675	RNU7-78P	chr1	174095243	174095298	-
HGNC:54296	102724601	RABGAP1L-DT	chr1	174121638	174159287	-
HGNC:24663	9910	RABGAP1L	chr1	174159520	174995308	+
NA	124904825	LOC124904825	chr1	174200129	174200230	-
NA	100302291	LOC100302291	chr1	174360477	174367965	-
HGNC:4508	9293	GPR52	chr1	174447964	174449545	+
HGNC:43884	100653423	BANF1P4	chr1	174756478	174757203	-
HGNC:44543	100128889	NDUFAF4P4	chr1	174849474	174850241	-
HGNC:35487	100271104	RPS26P12	chr1	174922101	174922434	-
HGNC:41057	101928696	RABGAP1L-AS1	chr1	174934947	174954261	-
HGNC:47270	106481276	RNU6-307P	chr1	174996524	174996629	+
NA	105371622	LOC105371622	chr1	174997479	174999646	-
HGNC:30423	27101	CACYBP	chr1	174999435	175012027	+
HGNC:14049	63931	MRPS14	chr1	175012958	175023425	-
HGNC:39164	646891	ENTR1P2	chr1	175044429	175045848	-
HGNC:22942	63923	TNN	chr1	175067833	175148075	+
HGNC:28950	9674	KIAA0040	chr1	175156986	175192987	-
NA	105371623	LOC105371623	chr1	175287510	175335509	+
HGNC:35908	100271123	RPS29P4	chr1	175297080	175297241	+
HGNC:11953	7143	TNR	chr1	175315194	175743595	-
NA	124904458	LOC124904458	chr1	175865101	175886736	-
HGNC:52445	101928751	LINC01657	chr1	175877343	175880464	+
HGNC:54328	107985228	LINC02803	chr1	175893796	175921165	-
HGNC:35584	100271124	RPS29P5	chr1	175921944	175922231	+
HGNC:17440	64326	COP1	chr1	175944831	176207286	-
HGNC:54161	113839518	MIR1843	chr1	175968370	175968479	-
HGNC:32577	677679	SCARNA3	chr1	175968397	175968540	-
NA	124904756	LOC124904756	chr1	176217541	176217602	+
HGNC:35510	391140	RPL13P7	chr1	176231184	176231830	-
HGNC:48505	106480202	RNU2-12P	chr1	176243862	176244029	-
NA	100129734	LOC100129734	chr1	176272464	176273258	+
HGNC:39259	100130637	MORF4L1P7	chr1	176367706	176368635	-
HGNC:14615	60676	PAPPA2	chr1	176463175	176845601	+
HGNC:41934	100421681	PTP4A1P7	chr1	176616074	176616983	-
HGNC:773	460	ASTN1	chr1	176857321	177164712	-
HGNC:32073	574441	MIR488	chr1	177029363	177029445	-
HGNC:13746	57795	BRINP2	chr1	177170958	177282422	+
NA	105371625	LOC105371625	chr1	177243684	177256039	-
HGNC:52432	102724661	LINC01645	chr1	177351586	177366458	+
HGNC:52529	101928778	LINC01741	chr1	177700524	177710330	+
HGNC:53757	111240474	CRYZL2P-SEC16B	chr1	177928788	178037976	-
HGNC:30301	89866	SEC16B	chr1	177928788	177984284	-
HGNC:52164	730102	CRYZL2P	chr1	178006136	178038007	-
NA	124904459	LOC124904459	chr1	178075570	178076182	+
HGNC:44170	100302401	RASAL2-AS1	chr1	178091508	178093993	-
HGNC:9874	9462	RASAL2	chr1	178094104	178478850	+
NA	105371630	LOC105371630	chr1	178118329	178135350	+
NA	105371629	LOC105371629	chr1	178324088	178341341	-
HGNC:36080	100271064	RPS14P2	chr1	178411584	178412063	+
HGNC:34521	400797	CLEC20A	chr1	178478792	178499623	-
NA	101928866	LOC101928866	chr1	178501458	178513050	-
HGNC:25366	84066	TEX35	chr1	178513109	178523510	+
NA	105371631	LOC105371631	chr1	178526165	178532732	-
NA	124904460	LOC124904460	chr1	178540563	178542645	-
HGNC:33805	400798	C1orf220	chr1	178542796	178548889	+
NA	105371632	LOC105371632	chr1	178554150	178585861	-
HGNC:42846	100873304	RNA5SP69	chr1	178560913	178561029	+
HGNC:41805	100616328	MIR4424	chr1	178677749	178677834	+
HGNC:50819	103482531	TRUND-NNN7-1	chr1	178708903	178708975	+
NA	124904461	LOC124904461	chr1	178722335	178726237	-
HGNC:30279	55103	RALGPS2	chr1	178725244	178921840	+
HGNC:9653	646981	PTPN2P1	chr1	178746344	178747830	-
NA	124904462	LOC124904462	chr1	178797187	178809783	-
HGNC:489	9068	ANGPTL1	chr1	178849535	178871077	-
NA	102724754	LOC102724754	chr1	178936899	178939071	-
HGNC:23017	9917	FAM20B	chr1	179017334	179076567	+
HGNC:35557	730177	RPS26P16	chr1	179035238	179035678	-
HGNC:11997	64222	TOR3A	chr1	179082070	179095996	+
HGNC:77	27	ABL2	chr1	179099330	179229677	-
HGNC:42929	100287822	SETP10	chr1	179183774	179184866	+
NA	124900432	LOC124900432	chr1	179196473	179196579	+
NA	124900429	LOC124900429	chr1	179201487	179201627	+
HGNC:37932	100130006	EIF4A1P11	chr1	179201701	179202075	+
NA	100499223	LOC100499223	chr1	179220480	179222234	+
HGNC:39083	100859925	COX5BP8	chr1	179255733	179256081	+
HGNC:36798	100271022	RPL39P11	chr1	179270927	179271282	-
HGNC:11177	6646	SOAT1	chr1	179293797	179358680	+
NA	100420262	LOC100420262	chr1	179306839	179307418	+
HGNC:26564	126859	AXDND1	chr1	179365705	179554735	+
HGNC:6994	4206	MEF2AP1	chr1	179447784	179448638	-
HGNC:48784	100421398	HNRNPA1P54	chr1	179455920	179457398	-
HGNC:13394	7827	NPHS2	chr1	179550539	179575948	-
HGNC:42510	100873826	RNU5F-2P	chr1	179576268	179576349	+
NA	126860	LOC126860	chr1	179586505	179587674	+
HGNC:20614	163589	TDRD5	chr1	179591613	179691272	+
NA	105371635	LOC105371635	chr1	179690541	179730060	-
HGNC:28274	148753	FAM163A	chr1	179727776	179816198	+
HGNC:54024	113219451	MIR12116	chr1	179803924	179804025	+
NA	105371634	LOC105371634	chr1	179814295	179819418	-
HGNC:54349	107985229	LINC02818	chr1	179819826	179836588	-
NA	124904463	LOC124904463	chr1	179821259	179822789	+
HGNC:24055	163590	TOR1AIP2	chr1	179839976	179877803	-
HGNC:29456	26092	TOR1AIP1	chr1	179882285	179920076	+
HGNC:46246	106479306	RN7SL230P	chr1	179900262	179900564	+
NA	101928933	LOC101928933	chr1	179926171	179952478	-
HGNC:24238	9857	CEP350	chr1	179954810	180114875	+
HGNC:35478	100270872	RPSAP16	chr1	179968595	179969581	+
HGNC:36026	100271094	RPS24P5	chr1	180000438	180000839	-
NA	105371636	LOC105371636	chr1	180152608	180154838	-
HGNC:9756	5768	QSOX1	chr1	180154869	180204030	+
HGNC:21734	89884	LHX4	chr1	180228375	180278984	+
HGNC:23339	84320	ACBD6	chr1	180269653	180502577	-
HGNC:40982	100527964	LHX4-AS1	chr1	180269663	180274681	-
NA	124904702	LOC124904702	chr1	180349158	180349251	-
NA	105371637	LOC105371637	chr1	180417002	180430143	-
HGNC:12675	7418	VDAC1P4	chr1	180434796	180436802	+
HGNC:38259	100423032	MIR3121	chr1	180438314	180438390	-
HGNC:49422	148756	OVAAL	chr1	180558974	180566518	+
NA	124904658	LOC124904658	chr1	180565724	180565941	-
HGNC:12827	9213	XPR1	chr1	180632022	180890279	+
NA	124904687	LOC124904687	chr1	180758722	180758817	+
NA	124904464	LOC124904464	chr1	180851888	180872884	-
HGNC:29327	57710	KIAA1614	chr1	180912897	180951614	+
NA	107985231	LOC107985231	chr1	180936758	180941157	-
HGNC:50644	103344928	KIAA1614-AS1	chr1	180949690	180954887	-
NA	100129575	MR1P1	chr1	180964516	180969362	+
HGNC:11441	10228	STX6	chr1	180972725	181022870	-
HGNC:4975	3140	MR1	chr1	181033387	181061938	+
NA	124904465	LOC124904465	chr1	181087797	181088501	-
HGNC:5393	51278	IER5	chr1	181088700	181092900	+
HGNC:52520	101928973	LINC01732	chr1	181174484	181182208	+
HGNC:52487	100287948	LINC01699	chr1	181236388	181238604	+
NA	107985454	LOC107985454	chr1	181309213	181312328	+
HGNC:1392	777	CACNA1E	chr1	181317699	181808084	+
NA	107985232	LOC107985232	chr1	181419741	181432389	+
HGNC:42847	106480436	RNA5SP70	chr1	181771566	181771644	+
HGNC:45953	106480904	RN7SKP229	chr1	181839539	181839774	-
NA	105371640	LOC105371640	chr1	182002895	182004315	-
HGNC:18190	127665	ZNF648	chr1	182054570	182069646	-
NA	105371642	LOC105371642	chr1	182110071	182118648	+
HGNC:50555	100130996	YPEL5P1	chr1	182182038	182183133	-
HGNC:50554	400799	LINC01344	chr1	182203945	182314061	-
HGNC:47115	106481223	RNU6-152P	chr1	182327068	182327174	+
HGNC:35759	100129421	RPL18P2	chr1	182328458	182329058	+
HGNC:49616	730144	EIF1P3	chr1	182335858	182336514	+
HGNC:4341	2752	GLUL	chr1	182378098	182391790	-
HGNC:30233	127670	TEDDM1	chr1	182398117	182400667	-
HGNC:26898	388719	LINC00272	chr1	182407621	182414813	+
HGNC:42447	127671	TEDDM2P	chr1	182441697	182442451	+
HGNC:18636	353299	RGSL1	chr1	182447877	182560597	+
HGNC:10050	6041	RNASEL	chr1	182573634	182589256	-
HGNC:9997	6004	RGS16	chr1	182598623	182604389	-
HGNC:27643	284648	LINC01686	chr1	182615140	182616629	+
HGNC:16810	85397	RGS8	chr1	182641818	182752376	-
HGNC:52475	105371644	LINC01688	chr1	182712862	182714544	+
NA	100421471	LOC100421471	chr1	182734229	182734751	+
HGNC:16781	80896	NPL	chr1	182789773	182830384	+
HGNC:56097	647070	DHX9-AS1	chr1	182833672	182839591	-
HGNC:2750	1660	DHX9	chr1	182839347	182887982	+
HGNC:16788	81626	SHCBP1L	chr1	182899865	182953166	-
HGNC:39336	100036575	HMGN1P4	chr1	182941306	182942522	-
HGNC:42848	100873305	RNA5SP71	chr1	182944365	182944490	-
NA	100271717	LOC100271717	chr1	182955190	182955798	-
HGNC:33397	343326	KRT18P28	chr1	182959019	182960412	-
HGNC:34247	106478912	RNU6-41P	chr1	182982213	182982318	-
HGNC:6492	3915	LAMC1	chr1	183023420	183145592	+
HGNC:52645	110841583	LAMC1-AS1	chr1	183138402	183141270	-
HGNC:6493	3918	LAMC2	chr1	183186264	183258968	+
HGNC:16789	23057	NMNAT2	chr1	183248237	183418380	-
HGNC:35638	100271127	RPS3AP8	chr1	183266500	183267271	+
NA	105371646	LOC105371646	chr1	183433890	183462883	+
HGNC:24518	284649	SMG7-AS1	chr1	183460874	183471982	-
HGNC:16792	9887	SMG7	chr1	183472499	183554191	+
HGNC:7661	4688	NCF2	chr1	183555562	183601849	-
NA	100526839	LOC100526839	chr1	183587608	183588324	+
HGNC:708	10092	ARPC5	chr1	183620846	183635783	-
HGNC:30281	23179	RGL1	chr1	183636109	183928532	+
HGNC:32152	403314	APOBEC4	chr1	183646275	183653316	-
NA	100420254	LOC100420254	chr1	183709311	183710315	-
HGNC:16790	23127	COLGALT2	chr1	183929662	184037728	-
HGNC:16791	116461	TSEN15	chr1	184051730	184097485	+
NA	102724830	LOC102724830	chr1	184112444	184123963	+
NA	124904466	LOC124904466	chr1	184150354	184153716	-
NA	124904467	LOC124904467	chr1	184208211	184213961	-
HGNC:46670	106479461	RN7SL654P	chr1	184335658	184335949	+
HGNC:55249	118827814	C1orf21-DT	chr1	184385753	184386704	-
HGNC:15494	81563	C1orf21	chr1	184387029	184629019	+
NA	100129573	LOC100129573	chr1	184566487	184567858	+
NA	107985236	LOC107985236	chr1	184607459	184630476	-
NA	124904468	LOC124904468	chr1	184635613	184636620	-
NA	105371648	LOC105371648	chr1	184664342	184673603	+
HGNC:16787	80267	EDEM3	chr1	184690237	184754858	-
NA	105371649	LOC105371649	chr1	184755174	184775680	+
HGNC:16784	116496	NIBAN1	chr1	184791032	184974508	-
NA	107985238	LOC107985238	chr1	184810906	184836885	+
HGNC:34109	100147761	RNU7-13P	chr1	184821430	184821489	-
NA	124904469	LOC124904469	chr1	184925244	184946888	-
HGNC:52420	101929069	LINC01633	chr1	185001527	185008678	+
HGNC:42849	100873306	RNA5SP72	chr1	185014951	185015067	-
HGNC:10061	6045	RNF2	chr1	185045558	185102603	+
HGNC:37643	100462799	FTH1P25	chr1	185071565	185072035	-
HGNC:16782	81627	TRMT1L	chr1	185118101	185157537	-
HGNC:16785	54823	SWT1	chr1	185157060	185291781	+
HGNC:53758	100129295	RPL22P24	chr1	185171039	185171732	-
HGNC:35564	730213	RPL5P5	chr1	185226747	185227772	-
NA	105371651	LOC105371651	chr1	185267679	185290674	-
NA	100422414	LOC100422414	chr1	185281292	185282113	+
HGNC:16951	10625	IVNS1ABP	chr1	185296388	185317243	-
NA	124904470	LOC124904470	chr1	185317452	185376300	+
NA	100288079	GS1-279B7.1	chr1	185323846	185335039	-
HGNC:45717	106480454	RNU7-183P	chr1	185434244	185434305	+
HGNC:49631	106480278	MCRIP2P2	chr1	185435839	185436047	+
NA	107985239	LOC107985239	chr1	185478013	185680905	+
HGNC:50575	101929093	LINC01350	chr1	185558379	185628488	-
NA	105371653	GS1-204I12.4	chr1	185646373	185657168	+
HGNC:19194	83872	HMCN1	chr1	185734391	186190949	+
NA	105371654	LOC105371654	chr1	186184107	186185748	-
NA	124904471	LOC124904471	chr1	186224447	186228193	+
HGNC:9364	10216	PRG4	chr1	186296273	186314567	+
HGNC:12017	7175	TPR	chr1	186311652	186375253	-
HGNC:48203	106866914	RNU6-1240P	chr1	186311837	186311928	-
HGNC:24299	54953	ODR4	chr1	186375838	186435031	+
HGNC:40432	102724919	PDC-AS1	chr1	186435161	186470291	+
HGNC:8759	5132	PDC	chr1	186443566	186461114	-
NA	100131939	LOC100131939	chr1	186580624	186581194	-
HGNC:9605	5743	PTGS2	chr1	186671791	186680423	-
HGNC:50552	103752588	PACERR	chr1	186680654	186681446	+
HGNC:9035	5321	PLA2G4A	chr1	186828949	186988981	+
HGNC:49024	104169671	LINC01036	chr1	187092842	187360244	+
NA	105371655	LOC105371655	chr1	187253891	187255861	+
HGNC:49025	106144535	LINC01037	chr1	187443628	187477222	+
NA	105371656	LOC105371656	chr1	187485414	187547684	-
HGNC:3632	343332	FDPSP1	chr1	187563027	187564175	+
NA	100967224	LOC100967224	chr1	187632152	187635031	+
HGNC:49812	100422527	SLC4A1APP2	chr1	187706553	187708482	+
NA	100129274	LOC100129274	chr1	187714199	187715322	-
HGNC:45880	106480882	RN7SKP156	chr1	188155839	188156180	-
NA	100421343	LOC100421343	chr1	188242087	188242705	-
NA	100533732	LOC100533732	chr1	188670702	188671759	+
HGNC:36150	100271129	RPS3AP9	chr1	188694295	188695155	+
HGNC:49022	106144592	LINC01035	chr1	188905672	189037815	+
HGNC:49023	106480241	CLPTM1LP1	chr1	189035961	189036444	-
HGNC:50648	100652918	GAPDHP75	chr1	189132551	189133289	-
NA	105371657	LOC105371657	chr1	189149763	189603580	+
HGNC:42850	100873307	RNA5SP73	chr1	189666149	189666256	-
HGNC:52489	107985456	LINC01701	chr1	189775469	189814918	+
