hgnc_id	ensembl_gene_id	symbol	ensembl_transcript_id	contig	start	end	strand
HGNC:39265	ENSG00000231468.2	PRDX3P2		chr1	28526318	28527227	-
HGNC:30813	ENSG00000180098.9	TRNAU1AP	ENST00000373830.4	chr1	28553085	28578545	+
HGNC:30062	ENSG00000197989.15	SNHG12		chr1	28578538	28583132	-
HGNC:32762	ENSG00000221539.1	SNORD99		chr1	28578749	28578822	-
HGNC:32655	ENSG00000278274.1	SNORA61		chr1	28579764	28579893	-
HGNC:32637	ENSG00000273544.1	SNORA44		chr1	28580381	28580512	-
HGNC:32605	ENSG00000280498.1	SNORA16A		chr1	28580920	28581054	-
HGNC:32605	ENSG00000274582.1	SNORA16A		chr1	28580920	28581056	-
HGNC:11545	ENSG00000120656.14	TAF12	ENST00000373824.9	chr1	28587829	28648291	-
HGNC:28702	ENSG00000188060.8	RAB42	ENST00000465518.3	chr1	28592200	28595449	+
HGNC:52502	ENSG00000229388.1	LINC01715		chr1	28643228	28648581	+
HGNC:10108	ENSG00000274978.1	RNU11		chr1	28648600	28648733	+
HGNC:4370	ENSG00000162419.13	GMEB1	ENST00000373816.6	chr1	28668778	28719353	+
HGNC:31675	ENSG00000198492.16	YTHDF2	ENST00000373812.8	chr1	28736621	28769775	+
HGNC:8153	ENSG00000116329.12	OPRD1	ENST00000234961.7	chr1	28812170	28871267	+
HGNC:3377	ENSG00000159023.22	EPB41	ENST00000343067.9	chr1	28887091	29120046	+
HGNC:33785	ENSG00000253304.2	TMEM200B	ENST00000521452.2	chr1	29119429	29123903	-
HGNC:10786	ENSG00000116350.18	SRSF4	ENST00000373795.7	chr1	29147743	29181900	-
HGNC:19691	ENSG00000116353.16	MECR	ENST00000263702.11	chr1	29192657	29230942	-
HGNC:9683	ENSG00000060656.20	PTPRU	ENST00000373779.8	chr1	29236516	29326813	+
HGNC:52545	ENSG00000230523.1	LINC01756		chr1	29329620	29350114	-
HGNC:52435	ENSG00000233399.2	LINC01648		chr1	30013952	30037612	-
HGNC:6907	ENSG00000162510.6	MATN1	ENST00000373765.5	chr1	30711277	30723585	-
HGNC:40364	ENSG00000186056.10	MATN1-AS1		chr1	30718504	30726827	+
HGNC:29612	ENSG00000162511.8	LAPTM5	ENST00000294507.4	chr1	30732469	30757774	-
HGNC:41772	ENSG00000264773.1	MIR4420		chr1	30739156	30739232	-
HGNC:52568	ENSG00000223382.6	LINC01778		chr1	30824217	30834864	+
HGNC:45815	ENSG00000222784.1	RN7SKP91		chr1	30843823	30844110	+
HGNC:10660	ENSG00000162512.16	SDC3	ENST00000339394.7	chr1	30869466	30908758	-
HGNC:46387	ENSG00000266210.2	RN7SL371P		chr1	30918469	30918735	-
HGNC:14957	ENSG00000134644.16	PUM1	ENST00000426105.7	chr1	30931506	31065991	-
HGNC:10753	ENSG00000215900.4	SELENOWP1		chr1	31094987	31095558	-
HGNC:25743	ENSG00000084628.10	NKAIN1	ENST00000373736.7	chr1	31179745	31239887	-
HGNC:30857	ENSG00000060688.13	SNRNP40	ENST00000263694.9	chr1	31259568	31296788	-
HGNC:30246	ENSG00000121766.16	ZCCHC17	ENST00000344147.10	chr1	31296982	31364953	+
HGNC:3557	ENSG00000121769.8	FABP3	ENST00000373713.7	chr1	31365253	31376850	-
HGNC:23231	ENSG00000168528.12	SERINC2	ENST00000373709.8	chr1	31409565	31434680	+
HGNC:34248	ENSG00000206981.1	RNU6-40P		chr1	31497577	31497683	-
HGNC:49677	ENSG00000260386.6	LDC1P		chr1	31500085	31509648	+
HGNC:49678	ENSG00000284543.1	LINC01226		chr1	31506226	31583306	+
HGNC:19168	ENSG00000142910.16	TINAGL1	ENST00000271064.12	chr1	31576485	31587686	+
HGNC:4848	ENSG00000121764.12	HCRTR1	ENST00000403528.7	chr1	31617686	31632518	+
HGNC:30009	ENSG00000162517.13	PEF1	ENST00000373703.5	chr1	31629866	31644896	-
HGNC:40154	ENSG00000235790.7	PEF1-AS1		chr1	31644049	31660162	+
HGNC:2193	ENSG00000084636.18	COL16A1	ENST00000373672.8	chr1	31652263	31704319	-
HGNC:944	ENSG00000121753.13	ADGRB2	ENST00000373658.8	chr1	31727117	31764893	-
HGNC:38193	ENSG00000266580.1	MIR4254		chr1	31758660	31758735	-
HGNC:26338	ENSG00000134668.13	SPOCD1	ENST00000360482.7	chr1	31790422	31816022	-
HGNC:9635	ENSG00000184007.22	PTP4A2	ENST00000647444.2	chr1	31906421	31944856	-
HGNC:18116	ENSG00000121774.18	KHDRBS1	ENST00000327300.12	chr1	32013868	32060850	+
HGNC:25510	ENSG00000121775.18	TMEM39B	ENST00000336294.10	chr1	32072031	32102866	+
HGNC:43452	ENSG00000266203.1	MIR5585		chr1	32086949	32087007	+
HGNC:6399	ENSG00000025800.14	KPNA6	ENST00000373625.8	chr1	32108056	32176563	+
HGNC:30685	ENSG00000084652.16	TXLNA	ENST00000373610.8	chr1	32179675	32198285	+
HGNC:28163	ENSG00000160050.16	CCDC28B	ENST00000373602.10	chr1	32200595	32205453	+
HGNC:25545	ENSG00000160051.12	IQCC	ENST00000291358.11	chr1	32205671	32208682	+
HGNC:32576	ENSG00000222046.3	DCDC2B	ENST00000409358.2	chr1	32209089	32216192	+
HGNC:28837	ENSG00000160055.20	TMEM234	ENST00000309777.11	chr1	32214472	32222359	-
HGNC:3272	ENSG00000084623.12	EIF3I	ENST00000676679.1	chr1	32221077	32245397	+
HGNC:27920	ENSG00000220785.8	MTMR9LP		chr1	32231656	32241710	-
HGNC:28133	ENSG00000183615.6	FAM167B	ENST00000373582.4	chr1	32247222	32248856	+
HGNC:6524	ENSG00000182866.17	LCK	ENST00000336890.10	chr1	32251239	32286165	+
HGNC:4852	ENSG00000116478.12	HDAC1	ENST00000373548.8	chr1	32292083	32333635	+
HGNC:7142	ENSG00000175130.7	MARCKSL1	ENST00000329421.8	chr1	32333839	32336233	-
HGNC:15473	ENSG00000162526.7	TSSK3	ENST00000373534.4	chr1	32351521	32364312	+
HGNC:44652	ENSG00000225828.2	FAM229A	ENST00000432622.2	chr1	32361270	32364278	-
HGNC:25501	ENSG00000160058.19	BSDC1	ENST00000455895.7	chr1	32364633	32394731	-
HGNC:37772	ENSG00000224333.1	GAPDHP20		chr1	32402109	32403115	-
HGNC:43816	ENSG00000229259.1	LRRC37A12P		chr1	32423214	32426789	-
HGNC:46138	ENSG00000263529.2	RN7SL122P		chr1	32457835	32458135	+
HGNC:37057	ENSG00000273274.2	ZBTB8B	ENST00000609129.2	chr1	32465072	32496686	+
HGNC:24172	ENSG00000160062.15	ZBTB8A	ENST00000373510.9	chr1	32539427	32605941	+
HGNC:24094	ENSG00000176261.16	ZBTB8OS	ENST00000468695.6	chr1	32600172	32650903	-
HGNC:9887	ENSG00000162521.19	RBBP4	ENST00000373493.10	chr1	32651142	32686211	+
HGNC:28897	ENSG00000162520.15	SYNC	ENST00000409190.8	chr1	32679906	32703596	-
HGNC:29301	ENSG00000162522.11	KIAA1522	ENST00000401073.7	chr1	32741830	32774970	+
HGNC:12840	ENSG00000134684.12	YARS1	ENST00000373477.9	chr1	32775237	32817380	-
HGNC:25768	ENSG00000116497.18	S100PBP	ENST00000373475.10	chr1	32816767	32858875	+
HGNC:20240	ENSG00000160097.20	FNDC5	ENST00000373471.9	chr1	32862268	32872482	-
HGNC:5144	ENSG00000121905.10	HPCA	ENST00000373467.4	chr1	32885994	32898441	+
HGNC:24143	ENSG00000121900.19	TMEM54	ENST00000373463.8	chr1	32894594	32901438	-
HGNC:26886	ENSG00000116514.17	RNF19B	ENST00000235150.5	chr1	32936445	32964809	-
HGNC:362	ENSG00000004455.17	AK2	ENST00000672715.1	chr1	33007940	33080996	-
HGNC:29957	ENSG00000142920.17	AZIN2	ENST00000294517.11	chr1	33081104	33123492	+
HGNC:25574	ENSG00000116525.14	TRIM62	ENST00000291416.10	chr1	33145399	33182059	-
HGNC:18079	ENSG00000160094.15	ZNF362	ENST00000539719.6	chr1	33256492	33300719	+
HGNC:30005	ENSG00000184389.9	A3GALT2	ENST00000442999.3	chr1	33306766	33321098	-
HGNC:3183	ENSG00000134686.20	PHC2	ENST00000683057.1	chr1	33323623	33431095	-
HGNC:38922	ENSG00000284154.1	MIR3605		chr1	33332393	33332492	-
HGNC:45740	ENSG00000222112.1	RN7SKP16		chr1	33336566	33336864	-
HGNC:40205	ENSG00000233246.1	PHC2-AS1		chr1	33350352	33363245	+
HGNC:31754	ENSG00000234512.1	TLR12P		chr1	33466249	33468954	+
HGNC:13093	ENSG00000121903.15	ZSCAN20	ENST00000684572.1	chr1	33472645	33501643	+
HGNC:19290	ENSG00000121904.19	CSMD2	ENST00000373381.9	chr1	33513998	34165842	-
HGNC:35143	ENSG00000227000.2	HSPD1P14		chr1	33838523	33840140	+
HGNC:24954	ENSG00000176256.11	HMGB4	ENST00000681531.1	chr1	33860475	33864791	+
HGNC:40882	ENSG00000231163.6	CSMD2-AS1		chr1	33868953	33893726	+
HGNC:42818	ENSG00000201148.1	RNA5SP42		chr1	34112949	34113063	+
HGNC:28250	ENSG00000142698.15	C1orf94	ENST00000488417.2	chr1	34166883	34219131	+
HGNC:32808	ENSG00000207941.1	MIR552		chr1	34669599	34669694	-
HGNC:25154	ENSG00000163866.9	SMIM12	ENST00000521580.3	chr1	34712737	34859755	-
HGNC:4287	ENSG00000189280.3	GJB5	ENST00000338513.1	chr1	34755047	34758512	+
HGNC:4286	ENSG00000189433.7	GJB4	ENST00000339480.3	chr1	34759740	34762327	+
HGNC:4285	ENSG00000188910.8	GJB3	ENST00000373366.3	chr1	34781214	34786369	+
HGNC:4278	ENSG00000187513.9	GJA4	ENST00000342280.5	chr1	34792999	34795747	+
HGNC:30368	ENSG00000116544.12	DLGAP3	ENST00000373347.6	chr1	34865436	34929650	-
HGNC:55170	ENSG00000241014.2	GPR199P		chr1	34975699	34978706	-
HGNC:40021	ENSG00000243749.1	TMEM35B	ENST00000373337.3	chr1	34981535	34985353	-
HGNC:13050	ENSG00000163867.17	ZMYM6	ENST00000357182.9	chr1	34986165	35031945	-
HGNC:26253	ENSG00000197056.11	ZMYM1	ENST00000359858.9	chr1	35032172	35115859	+
HGNC:51937	ENSG00000233940.1	RPL12P45		chr1	35053468	35059271	+
HGNC:44648	ENSG00000228348.1	EFCAB14P1		chr1	35122022	35122484	+
HGNC:10774	ENSG00000116560.11	SFPQ	ENST00000357214.6	chr1	35176378	35193145	-
HGNC:13055	ENSG00000146463.12	ZMYM4	ENST00000314607.11	chr1	35268709	35422058	+
HGNC:46519	ENSG00000240374.3	RN7SL503P		chr1	35292196	35292498	-
HGNC:36095	ENSG00000229994.1	RPL5P4		chr1	35350722	35351607	+
HGNC:40624	ENSG00000227409.1	ZMYM4-AS1		chr1	35358822	35366077	-
HGNC:30071	ENSG00000142687.18	KIAA0319L	ENST00000325722.8	chr1	35433492	35557950	-
HGNC:17597	ENSG00000020129.16	NCDN	ENST00000373243.7	chr1	35557473	35567274	+
HGNC:41274	ENSG00000239636.2	TFAP2E-AS1		chr1	35569807	35577771	-
HGNC:30774	ENSG00000116819.9	TFAP2E	ENST00000373235.4	chr1	35573314	35595328	+
HGNC:9539	ENSG00000126067.12	PSMB2	ENST00000373237.4	chr1	35599541	35641526	-
HGNC:26800	ENSG00000142686.8	C1orf216	ENST00000270815.5	chr1	35713877	35718894	-
HGNC:19715	ENSG00000092853.14	CLSPN	ENST00000318121.8	chr1	35720218	35769978	-
HGNC:18424	ENSG00000134698.11	AGO4	ENST00000373210.4	chr1	35808016	35857890	+
HGNC:3262	ENSG00000092847.13	AGO1	ENST00000373204.6	chr1	35869808	35930532	+
HGNC:54528	ENSG00000271164.1	CFAP97P1		chr1	35873270	35873752	-
HGNC:18421	ENSG00000126070.20	AGO3	ENST00000373191.9	chr1	35930718	36072500	+
HGNC:11725	ENSG00000092850.12	TEKT2	ENST00000207457.8	chr1	36084094	36088275	+
HGNC:21304	ENSG00000116863.11	ADPRS	ENST00000373178.5	chr1	36088892	36093932	+
HGNC:2216	ENSG00000171812.13	COL8A2	ENST00000397799.2	chr1	36095239	36125222	-
HGNC:19942	ENSG00000054116.12	TRAPPC3	ENST00000373166.8	chr1	36136570	36156053	-
HGNC:25514	ENSG00000116871.16	MAP7D1	ENST00000474796.2	chr1	36155579	36180849	+
HGNC:46147	ENSG00000264592.2	RN7SL131P		chr1	36191915	36192170	+
HGNC:22964	ENSG00000054118.15	THRAP3	ENST00000354618.10	chr1	36224432	36305357	+
HGNC:44892	ENSG00000231849.1	UBE2V2P4		chr1	36241898	36242156	-
HGNC:26236	ENSG00000214193.11	SH3D21	ENST00000453908.8	chr1	36306368	36329340	+
HGNC:25558	ENSG00000142694.7	EVA1B	ENST00000490466.2	chr1	36322030	36324154	-
HGNC:21373	ENSG00000196182.11	STK40	ENST00000373132.4	chr1	36339624	36385924	-
HGNC:17562	ENSG00000181817.6	LSM10	ENST00000315732.3	chr1	36391238	36397908	-
HGNC:46963	ENSG00000222821.1	RNU4-27P		chr1	36402721	36402859	-
HGNC:29971	ENSG00000116885.18	OSCP1	ENST00000235532.9	chr1	36415827	36450451	-
HGNC:52210	ENSG00000201448.1	SNORA63C		chr1	36418450	36418578	-
HGNC:14504	ENSG00000116898.12	MRPS15	ENST00000373116.6	chr1	36455718	36464384	-
HGNC:2439	ENSG00000119535.18	CSF3R	ENST00000373106.6	chr1	36466043	36483278	-
HGNC:37968	ENSG00000230214.1	FTLP18		chr1	36630335	36630857	+
HGNC:4581	ENSG00000163873.10	GRIK3	ENST00000373091.8	chr1	36795527	37034515	-
HGNC:38187	ENSG00000264698.1	MIR4255		chr1	37161563	37161634	+
HGNC:47599	ENSG00000207328.1	RNU6-636P		chr1	37203610	37203716	+
HGNC:42819	ENSG00000252368.1	RNA5SP43		chr1	37264677	37264786	-
HGNC:35718	ENSG00000230451.2	RPS29P6		chr1	37330852	37330996	+
HGNC:49453	ENSG00000233621.3	LINC01137		chr1	37350934	37474432	-
HGNC:26259	ENSG00000163874.11	ZC3H12A	ENST00000373087.7	chr1	37474580	37484377	+
HGNC:50066	ENSG00000283724.1	MIR6732		chr1	37480230	37480289	+
HGNC:25674	ENSG00000163875.16	MEAF6	ENST00000296214.10	chr1	37489993	37514766	-
HGNC:43527	ENSG00000263675.1	MIR5581		chr1	37500935	37500994	-
HGNC:30587	ENSG00000163877.11	SNIP1	ENST00000296215.8	chr1	37534449	37554293	-
HGNC:3979	ENSG00000232273.1	FTH1P1		chr1	37544763	37545294	+
HGNC:14353	ENSG00000163879.11	DNALI1	ENST00000652629.1	chr1	37556919	37566857	+
HGNC:29925	ENSG00000134697.13	GNL2	ENST00000373062.8	chr1	37566816	37595937	-
HGNC:21679	ENSG00000169218.14	RSPO1	ENST00000356545.7	chr1	37611350	37634892	-
HGNC:26039	ENSG00000116922.15	C1orf109	ENST00000486637.2	chr1	37681570	37692249	-
HGNC:14629	ENSG00000134690.11	CDCA8	ENST00000373055.6	chr1	37692481	37709719	+
HGNC:19987	ENSG00000183317.17	EPHA10	ENST00000373048.9	chr1	37713880	37765133	-
HGNC:44032	ENSG00000214141.4	ACTN4P2		chr1	37776670	37779418	+
HGNC:26452	ENSG00000185090.15	MANEAL	ENST00000373045.11	chr1	37793847	37801137	+
HGNC:28905	ENSG00000196449.4	YRDC	ENST00000373044.3	chr1	37802945	37808208	-
HGNC:24789	ENSG00000197982.14	C1orf122	ENST00000373042.5	chr1	37806979	37809454	+
HGNC:7428	ENSG00000188786.10	MTF1	ENST00000373036.5	chr1	37809574	37859592	-
HGNC:6077	ENSG00000204084.13	INPP5B	ENST00000373024.8	chr1	37860697	37947057	-
HGNC:47547	ENSG00000222282.1	RNU6-584P		chr1	37885023	37885117	+
HGNC:10767	ENSG00000183431.12	SF3A3	ENST00000373019.5	chr1	37956975	37990075	-
HGNC:47473	ENSG00000212541.1	RNU6-510P		chr1	37991462	37991569	+
HGNC:3704	ENSG00000183386.10	FHL3	ENST00000373016.4	chr1	37996770	38005606	-
HGNC:24329	ENSG00000183520.12	UTP11	ENST00000373014.5	chr1	38009258	38024820	+
HGNC:9214	ENSG00000185668.8	POU3F1	ENST00000373012.5	chr1	38043829	38046793	-
HGNC:54306	ENSG00000224592.5	MIR3659HG		chr1	38047314	38119025	+
HGNC:38882	ENSG00000265596.1	MIR3659		chr1	38089231	38089329	+
HGNC:54307	ENSG00000284623.1	LINC02786		chr1	38129464	38140593	-
HGNC:50553	ENSG00000237290.2	LINC01343		chr1	38209034	38214806	-
HGNC:47716	ENSG00000200796.1	RNU6-753P		chr1	38396659	38396765	+
HGNC:52473	ENSG00000238063.3	LINC01685		chr1	38474825	38516520	+
HGNC:54532	ENSG00000215895.4	HSPA5P1		chr1	38708931	38710890	+
HGNC:19902	ENSG00000116954.8	RRAGC	ENST00000373001.4	chr1	38838198	38859772	-
HGNC:7554	ENSG00000214114.9	MYCBP	ENST00000397572.5	chr1	38862493	38873368	-
HGNC:19155	ENSG00000131233.10	GJA9	ENST00000357771.5	chr1	38874069	38881587	-
HGNC:16083	ENSG00000158315.11	RHBDL2	ENST00000372990.6	chr1	38885807	38941830	-
HGNC:47568	ENSG00000199963.1	RNU6-605P		chr1	38926870	38926977	+
HGNC:49615	ENSG00000235549.1	EIF1P2		chr1	38958275	38958925	-
HGNC:25744	ENSG00000174574.16	AKIRIN1	ENST00000432648.8	chr1	38991276	39006059	+
HGNC:7712	ENSG00000168653.11	NDUFS5	ENST00000372969.8	chr1	39026318	39034636	+
HGNC:13664	ENSG00000127603.32	MACF1	ENST00000564288.6	chr1	39081316	39487177	+
HGNC:47571	ENSG00000206654.1	RNU6-608P		chr1	39120940	39121043	-
HGNC:42820	ENSG00000222378.1	RNA5SP44		chr1	39154164	39154296	-
HGNC:49326	ENSG00000217897.2	HSPE1P8		chr1	39304294	39304898	-
HGNC:21650	ENSG00000183682.8	BMP8A	ENST00000331593.6	chr1	39491636	39529869	+
HGNC:21627	ENSG00000237624.1	OXCT2P1		chr1	39514956	39516490	+
HGNC:33195	ENSG00000243970.4	PPIEL		chr1	39522280	39559698	-
HGNC:8557	ENSG00000090621.15	PABPC4	ENST00000372858.8	chr1	39560709	39576790	-
HGNC:40424	ENSG00000228060.3	PABPC4-AS1		chr1	39565052	39573860	+
HGNC:32649	ENSG00000201457.1	SNORA55		chr1	39567374	39567508	-
HGNC:4882	ENSG00000163909.8	HEYL	ENST00000372852.4	chr1	39623435	39639643	-
HGNC:17819	ENSG00000116981.4	NT5C1A	ENST00000235628.2	chr1	39651229	39672107	-
HGNC:18212	ENSG00000116983.13	HPCAL4	ENST00000372844.8	chr1	39678648	39691485	-
HGNC:9258	ENSG00000084072.17	PPIE	ENST00000324379.10	chr1	39692182	39763914	+
HGNC:45655	ENSG00000252413.1	RNU7-121P		chr1	39723566	39723627	-
HGNC:1075	ENSG00000116985.12	BMP8B	ENST00000372827.8	chr1	39757182	39788865	-
HGNC:18606	ENSG00000198754.5	OXCT2	ENST00000327582.5	chr1	39769523	39771348	-
HGNC:54364	ENSG00000285905.1	BMP8B-AS1		chr1	39779969	39781418	+
HGNC:54343	ENSG00000284678.1	LINC02811		chr1	39801414	39817460	-
HGNC:20286	ENSG00000043514.17	TRIT1	ENST00000316891.10	chr1	39838110	39883511	-
HGNC:7555	ENSG00000116990.11	MYCL	ENST00000372816.3	chr1	39895426	39902256	-
HGNC:40386	ENSG00000236546.1	MYCL-AS1		chr1	39897745	39899098	+
HGNC:25897	ENSG00000168389.18	MFSD2A	ENST00000372811.10	chr1	39955112	39969968	+
HGNC:20040	ENSG00000131236.18	CAP1	ENST00000372805.8	chr1	40040233	40072649	+
HGNC:9325	ENSG00000131238.18	PPT1	ENST00000642050.2	chr1	40072710	40097260	-
HGNC:54556	ENSG00000226745.2	OAZ1P1		chr1	40132764	40133448	+
HGNC:10025	ENSG00000117000.9	RLF	ENST00000372771.5	chr1	40161387	40240921	+
HGNC:48200	ENSG00000207508.1	RNU6-1237P		chr1	40177843	40177949	+
HGNC:23312	ENSG00000188800.6	TMCO2	ENST00000372766.4	chr1	40245947	40251684	+
HGNC:55402	ENSG00000259943.1	ZMPSTE24-DT		chr1	40256427	40257967	-
HGNC:12877	ENSG00000084073.10	ZMPSTE24	ENST00000372759.4	chr1	40258041	40294180	+
HGNC:2218	ENSG00000049089.15	COL9A2	ENST00000372748.8	chr1	40300489	40317813	-
HGNC:25082	ENSG00000084070.12	SMAP2	ENST00000372718.8	chr1	40344850	40423326	+
HGNC:28053	ENSG00000187801.15	ZFP69B	ENST00000361584.5	chr1	40450102	40463718	+
HGNC:24708	ENSG00000187815.10	ZFP69	ENST00000372706.6	chr1	40477290	40496343	+
HGNC:26115	ENSG00000164002.12	EXO5	ENST00000415550.6	chr1	40508741	40516038	+
HGNC:28418	ENSG00000117010.17	ZNF684	ENST00000372699.8	chr1	40531573	40548167	+
HGNC:39092	ENSG00000233910.1	GTF2F2P2		chr1	40593633	40594353	-
HGNC:21292	ENSG00000117016.10	RIMS3	ENST00000372684.8	chr1	40620680	40665682	-
HGNC:49451	ENSG00000272145.1	NFYC-AS1		chr1	40690380	40692066	-
HGNC:7806	ENSG00000066136.21	NFYC	ENST00000447388.8	chr1	40691648	40771603	+
HGNC:31629	ENSG00000198974.3	MIR30E		chr1	40754355	40754446	+
HGNC:31626	ENSG00000207962.1	MIR30C1		chr1	40757284	40757372	+
HGNC:6298	ENSG00000117013.17	KCNQ4	ENST00000347132.10	chr1	40783787	40840452	+
HGNC:46342	ENSG00000264582.2	RN7SL326P		chr1	40804846	40805141	+
HGNC:18696	ENSG00000179862.7	CITED4	ENST00000372638.4	chr1	40861054	40862363	-
HGNC:44893	ENSG00000233118.2	UBE2V1P8		chr1	40942251	40942515	-
HGNC:2519	ENSG00000171793.16	CTPS1	ENST00000650070.2	chr1	40979688	41012565	+
HGNC:44126	ENSG00000281207.1	SLFNL1-AS1		chr1	41014590	41043890	+
HGNC:26313	ENSG00000171790.16	SLFNL1	ENST00000302946.13	chr1	41015589	41023237	-
HGNC:19003	ENSG00000010803.16	SCMH1	ENST00000337495.9	chr1	41027200	41242154	-
HGNC:35904	ENSG00000215893.3	RPL23AP17		chr1	41098638	41099136	+
HGNC:24814	ENSG00000204060.8	FOXO6	ENST00000641094.2	chr1	41361922	41383590	+
HGNC:41066	ENSG00000229901.1	FOXO6-AS1		chr1	41375004	41375669	-
HGNC:42821	ENSG00000252563.1	RNA5SP45		chr1	41466937	41467028	-
HGNC:3177	ENSG00000127129.10	EDN2	ENST00000372587.5	chr1	41478775	41484683	-
HGNC:13561	ENSG00000127124.16	HIVEP3	ENST00000372583.6	chr1	41506365	42035925	-
HGNC:48812	ENSG00000227538.1	HNRNPFP1		chr1	42040597	42041729	+
HGNC:4683	ENSG00000044012.4	GUCA2B	ENST00000372581.2	chr1	42153410	42155820	+
HGNC:4682	ENSG00000197273.4	GUCA2A	ENST00000357001.3	chr1	42162690	42164745	-
HGNC:29178	ENSG00000198815.9	FOXJ3	ENST00000361346.6	chr1	42176539	42335877	-
HGNC:28725	ENSG00000177181.15	RIMKLA	ENST00000431473.4	chr1	42380792	42424232	+
HGNC:21192	ENSG00000066185.13	ZMYND12	ENST00000372565.8	chr1	42430329	42456253	-
HGNC:25686	ENSG00000127125.9	PPCS	ENST00000372561.4	chr1	42456117	42473385	+
HGNC:26103	ENSG00000186409.18	CCDC30	ENST00000668663.1	chr1	42463221	42657190	+
HGNC:36825	ENSG00000230116.1	RPS3AP11		chr1	42491739	42492493	+
HGNC:11883	ENSG00000236876.3	TMSB4XP1		chr1	42500205	42500339	-
HGNC:47499	ENSG00000200254.1	RNU6-536P		chr1	42569033	42569139	+
HGNC:14651	ENSG00000171960.12	PPIH	ENST00000304979.8	chr1	42658335	42676758	+
HGNC:8014	ENSG00000065978.19	YBX1	ENST00000321358.12	chr1	42682418	42703805	+
HGNC:2040	ENSG00000164007.11	CLDN19	ENST00000296387.6	chr1	42733093	42740254	-
HGNC:19316	ENSG00000117385.16	P3H1	ENST00000296388.10	chr1	42746335	42767084	-
HGNC:28795	ENSG00000164008.17	C1orf50	ENST00000372525.7	chr1	42767245	42779491	+
HGNC:52381	ENSG00000274386.6	TMEM269	ENST00000637012.2	chr1	42784991	42816619	+
HGNC:29204	ENSG00000177868.12	SVBP	ENST00000372521.9	chr1	42807052	42817397	-
HGNC:15743	ENSG00000164010.15	ERMAP	ENST00000372517.8	chr1	42817122	42844991	+
HGNC:28028	ENSG00000164011.18	ZNF691	ENST00000651192.1	chr1	42846573	42852477	+
HGNC:7120	ENSG00000237090.1	MKRN8P		chr1	42891094	42892430	-
HGNC:859	ENSG00000225099.1	ATP6V1E1P1		chr1	42903232	42903912	+
HGNC:11005	ENSG00000117394.24	SLC2A1	ENST00000426263.10	chr1	42925353	42958893	-
HGNC:40002	ENSG00000284138.1	ATP6V0CP4		chr1	42952202	42952641	-
HGNC:44187	ENSG00000227533.7	SLC2A1-AS1		chr1	42959049	42996814	+
HGNC:47843	ENSG00000207256.1	RNU6-880P		chr1	42991438	42991544	+
HGNC:34347	ENSG00000186973.11	FAM183A	ENST00000335282.5	chr1	43145153	43156396	+
HGNC:15531	ENSG00000117395.13	EBNA1BP2	ENST00000236051.3	chr1	43164175	43270936	-
HGNC:50239	ENSG00000284410.1	MIR6733		chr1	43171652	43171712	-
HGNC:26485	ENSG00000243710.8	CFAP57	ENST00000372492.9	chr1	43172330	43254358	+
HGNC:42822	ENSG00000199240.1	RNA5SP46		chr1	43196417	43196536	+
HGNC:28275	ENSG00000179178.11	TMEM125	ENST00000439858.6	chr1	43269983	43274002	+
HGNC:28755	ENSG00000253313.6	C1orf210	ENST00000523677.6	chr1	43281877	43285617	-
HGNC:11809	ENSG00000066056.14	TIE1	ENST00000372476.8	chr1	43300982	43323108	+
HGNC:7217	ENSG00000117400.18	MPL	ENST00000372470.9	chr1	43337818	43354466	+
HGNC:1723	ENSG00000117399.14	CDC20	ENST00000310955.11	chr1	43358981	43363203	+
HGNC:14418	ENSG00000066322.15	ELOVL1	ENST00000372458.8	chr1	43363398	43368074	-
HGNC:50219	ENSG00000283836.1	MIR6734		chr1	43364648	43364715	-
HGNC:19971	ENSG00000159479.17	MED8	ENST00000372457.9	chr1	43383917	43389808	-
HGNC:40908	ENSG00000229431.1	MED8-AS1		chr1	43385113	43389155	+
HGNC:29040	ENSG00000198198.17	SZT2	ENST00000634258.3	chr1	43389882	43454247	+
HGNC:41225	ENSG00000229372.1	SZT2-AS1		chr1	43447776	43448644	-
HGNC:50126	ENSG00000274975.1	MIR6735		chr1	43448539	43448611	+
HGNC:26948	ENSG00000178922.18	HYI	ENST00000372430.9	chr1	43450989	43453989	-
HGNC:41173	ENSG00000229348.1	HYI-AS1		chr1	43453927	43456995	+
HGNC:9670	ENSG00000142949.17	PTPRF	ENST00000359947.9	chr1	43525187	43623666	+
HGNC:22978	ENSG00000066135.13	KDM4A	ENST00000372396.4	chr1	43650149	43705518	+
HGNC:40528	ENSG00000236200.7	KDM4A-AS1		chr1	43685123	43708138	-
HGNC:10866	ENSG00000126091.21	ST3GAL3	ENST00000347631.8	chr1	43705824	43931165	+
HGNC:40529	ENSG00000229444.1	ST3GAL3-AS1		chr1	43709392	43727343	-
HGNC:50114	ENSG00000283477.1	MIR6079		chr1	43838622	43838683	+
HGNC:10851	ENSG00000224751.2	SHMT1P1		chr1	43850300	43851611	-
HGNC:727	ENSG00000117407.17	ARTN	ENST00000372359.10	chr1	43933320	43937240	+
HGNC:16853	ENSG00000117408.11	IPO13	ENST00000372343.8	chr1	43946950	43968022	+
HGNC:3004	ENSG00000132768.14	DPH2	ENST00000255108.8	chr1	43970000	43973369	+
